"","PLAYERS","NB_APPEARANCES","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","TOTAL_POINTS","ARCHETYPE_NAMES","ARCHETYPE_COUNT","URL"
"1","coert",4,34,0.794117647058823,0.621022251460317,0.912978694541873,81,"Heliod Combo","4","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-21#coert_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-28#coert_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-05#coert_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-12#coert_th_place"
"2","AstralPlane",5,38,0.684210526315789,0.513472945593978,0.824974661098873,78,"Rakdos Prowess; Shadow Prowess; Omnath Saheeli","2; 2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-20#astralplane_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-21#astralplane_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-10-04#astralplane_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-05#astralplane_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-18#astralplane_th_place"
"3","Metcalf23",4,33,0.727272727272727,0.544761572239218,0.867003611289185,72,"Mono White Taxes","4","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-20#metcalf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-27#metcalf_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-11#metcalf_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-18#metcalf_th_place"
"4","Parrit",3,27,0.814814814814815,0.619170120906006,0.936999993462323,66,"Mono White Taxes","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-10-04#parrit_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-05#parrit_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-11#parrit_th_place"
"5","kanister",3,26,0.807692307692308,0.606494472060678,0.934451891263217,63,"Oops All Spells; Humans; Omnath Saheeli","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-27#kanister_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-10-04#kanister_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-12#kanister_st_place"
"6","Xwhale",4,30,0.666666666666667,0.47187995521012,0.827125778473961,60,"Humans; Reclaimer Titan","3; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-20#xwhale_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-21#xwhale_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-09-21#xwhale_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-18#xwhale_th_place"
"7","NorrathDecay",4,30,0.666666666666667,0.47187995521012,0.827125778473961,60,"Burn; Eldrazi Tron","3; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-21#norrathdecay_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-10-04#norrathdecay_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-05#norrathdecay_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-12#norrathdecay_th_place"
"8","DaniMRebel",3,26,0.730769230769231,0.522125210306169,0.884267786708496,57,"Spirits","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-21#danimrebel_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-28#danimrebel_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-18#danimrebel_th_place"
"9","staffmat1992",4,29,0.620689655172414,0.422604640664401,0.793131300513493,54,"Gruul Midrange; Spirits; Dredge","1; 2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-20#staffmat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-11#staffmat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-12#staffmat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-18#staffmat_th_place"
"10","ZYURYO",4,28,0.642857142857143,0.440650312746667,0.813593339999555,54,"WURG Control","4","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-27#zyuryo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-28#zyuryo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-05#zyuryo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-12#zyuryo_th_place"
