"","SetCode","NoCopies","Winrate"
"1","MH2",715,0.706
"2","LEA",398,0.706
"3","MH1",355,0.692
"4","ZEN",312,0.69
"5","ONS",208,0.712
"6","ELD",131,0.693
"7","WWK",130,0.673
"8","WAR",127,0.695
"9","RAV",118,0.702
"10","LRW",107,0.724
"11","KLD",105,0.697
"12","IKO",105,0.694
"13","MRD",100,0.709
"14","DIS",98,0.73
"15","ZNR",96,0.692
"16","SHM",95,0.692
"17","GPT",90,0.705
"18","5DN",88,0.712
"19","RTR",88,0.699
"20","SOM",87,0.672
"21","M20",75,0.685
"22","NPH",75,0.704
"23","FUT",74,0.694
"24","TSP",72,0.681
"25","KTK",71,0.682
"26","GTC",69,0.669
"27","ARB",64,0.712
"28","ATQ",64,0.623
"29","CHK",57,0.67
"30","CON",55,0.684
"31","OGW",54,0.688
"32","EMN",53,0.63
"33","ROE",52,0.673
"34","CSP",50,0.711
"35","STX",50,0.661
"36","DKA",45,0.682
"37","AVR",44,0.735
"38","JOU",42,0.667
"39","THB",38,0.667
"40","ICE",37,0.7
"41","PC2",36,0.689
"42","RNA",36,0.662
"43","M19",36,0.729
"44","MBS",35,0.629
"45","M21",34,0.686
"46","AER",34,0.69
"47","DRK",33,0.675
"48","AFR",31,0.683
"49","APC",30,0.66
"50","HOU",28,0.708
"51","CMD",28,0.713
"52","DST",25,0.641
"53","M11",24,0.682
"54","DOM",23,0.689
"55","ISD",23,0.676
"56","SOK",21,0.667
"57","XLN",18,0.696
"58","ALA",18,0.662
"59","AKH",17,0.718
"60","M10",16,0.702
"61","INV",16,0.684
"62","PLC",14,0.667
"63","NEM",14,0.625
"64","MOR",13,0.655
"65","SOI",13,0.607
"66","DTK",9,0.667
"67","MIR",9,0.652
"68","GRN",9,0.667
"69","EVE",6,0.688
"70","ORI",6,0.714
"71","ULG",6,0.619
"72","PLS",6,0.724
"73","BFZ",5,0.655
"74","TMP",5,0.706
"75","ALL",4,0.714
"76","JUD",4,0.714
"77","FRF",3,0.643
"78","STH",3,0.571
"79","WTH",2,0.667
"80","M15",2,0.733
"81","KHM",2,0.667
"82","M13",2,0.571
"83","LEG",1,0.714
"84","ARN",1,0.571
