"","CardNames","DeckCount","Winrate95Min"
"1","Mystical Dispute",995,70.4
"2","Reclamation Sage",92,70.2
"3","Aether Gust",555,70.2
"4","Thoughtseize",427,70.1
"5","Veil of Summer",731,70.1
"6","Lurrus of the Dream-Den",880,70.1
"7","Spell Pierce",342,70
"8","Soul-Guide Lantern",506,70
"9","Pithing Needle",637,70
"10","Engineered Explosives",977,70
"11","Celestial Purge",269,69.8
"12","Abrade",319,69.8
"13","Kozilek's Return",316,69.8
"14","Subtlety",166,69.7
"15","Fatal Push",211,69.7
"16","Path to Exile",642,69.7
"17","Force of Negation",360,69.6
"18","Force of Vigor",614,69.6
"19","Deicide",83,69.5
"20","Nihil Spellbomb",350,69.5
"21","Tormod's Crypt",391,69.5
"22","Relic of Progenitus",510,69.4
"23","Blood Moon",403,69.3
"24","Endurance",443,69.3
"25","Kaheera, the Orphanguard",136,69.2
"26","Yorion, Sky Nomad",166,69.2
"27","Auriok Champion",201,69.2
"28","Rest in Peace",422,69.2
"29","Flusterstorm",424,69.2
"30","Vapor Snag",102,69.1
"31","Kolaghan's Command",212,69.1
"32","Cavern of Souls",48,69
"33","Pact of Negation",76,69
"34","Terminate",152,69
"35","Alpine Moon",481,69
"36","Hurkyl's Recall",38,68.9
"37","Seal of Cleansing",171,68.9
"38","Ashiok, Dream Render",201,68.9
"39","Dovin's Veto",222,68.9
"40","Damping Sphere",274,68.9
"41","Giant Killer",40,68.8
"42","Kroxa, Titan of Death's Hunger",76,68.8
"43","Fury",94,68.8
"44","Chalice of the Void",433,68.8
"45","Dispel",100,68.7
"46","Wurmcoil Engine",138,68.7
"47","Supreme Verdict",130,68.7
"48","Foundation Breaker",196,68.7
"49","Void Mirror",282,68.7
"50","Wheel of Sun and Moon",49,68.6
