"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Hammer Time - Izzet Murktide - Burn - Amulet Titan - Grixis Shadow - Blue Living End - Temur Footfalls - Azorius Control - Izzet Prowess - Yawgmoth - Jund Saga - Heliod Combo - WURG Blink - Green Tron,Delver - Asmo Food - Red Eldrazi - Glimpse Combo - Mill,Mill - Izzet Murktide - Azorius Control - Hammer Time - Izzet Prowess - Heliod Combo - Yawgmoth - Grixis Shadow - Blue Living End - Elementals - Jund Saga,Hammer Time - Izzet Murktide - Azorius Control - Burn - Grixis Shadow - Blue Living End - Amulet Titan - Izzet Prowess - Temur Footfalls - Yawgmoth - Heliod Combo - Jund Saga - WURG Blink - Mill,Hammer Time - Izzet Murktide - Azorius Control - Burn - Grixis Shadow - Blue Living End - Amulet Titan - Izzet Prowess - Temur Footfalls - Yawgmoth - Heliod Combo - Jund Saga - WURG Blink - Mill
"Tiers 1.5",Eldrazi Tron - Mill - Omnath Scapeshift - Jeskai Control - Elementals - Dredge - Creativity Combo - Rakdos Midrange - Gruul Midrange - Esper Control - Obosh Aggro - Jund Midrange - Niv To Light - Humans - Belcher - Jund Shadow - WURG Control,Living End - Stoneblade - Izzet Breach - WURG Footfalls - Elementals - Hardened Scales - Merfolk - Azorius Control - Shadow Prowess - BTL Valki - Heliod Combo - Grixis Control - Izzet Prowess - Yawgmoth - Reanimator - Asmo Urza - Belcher - Jund Saga - Izzet Murktide - WURG Blink - Obosh Aggro - Blue Living End - Grixis Shadow - Grixis Monkey - Golgari Midrange - Niv To Light - Taking Turns - Temur Footfalls - Amulet Titan - Hammer Time - Jund Midrange - Affinity - Lantern - Eldrazi Tron - Mono White Taxes,Amulet Titan - Temur Footfalls - WURG Blink - Eldrazi Tron - Burn - Living End - Omnath Scapeshift - Obosh Aggro - Belcher - Stoneblade - Niv To Light - Dredge - Jeskai Control - Creativity Combo - Jund Midrange - Rakdos Midrange - Hardened Scales - Shadow Prowess - Asmo Urza - WURG Footfalls - Green Tron - Esper Control - Jund Shadow - Taking Turns - Gruul Midrange - Asmo Food - Glimpse Combo - Boros Prowess - WURG Control - Grixis Monkey - Delver - Reanimator,Eldrazi Tron - Elementals - Green Tron - Omnath Scapeshift - Jeskai Control - Dredge - Creativity Combo - Rakdos Midrange - Obosh Aggro - Jund Midrange - Niv To Light - Belcher - Esper Control - Gruul Midrange - Living End - Jund Shadow - Stoneblade - WURG Control - Asmo Urza - Hardened Scales,Eldrazi Tron - Elementals - Green Tron - Omnath Scapeshift - Jeskai Control - Dredge - Creativity Combo - Rakdos Midrange - Obosh Aggro - Jund Midrange - Niv To Light - Belcher - Esper Control - Gruul Midrange - Living End - Jund Shadow - Stoneblade - WURG Control - Asmo Urza - Hardened Scales
"Tiers 2",Boros Prowess - Living End - Asmo Urza - Ad Nauseam - Stoneblade - Taking Turns - Shadow Prowess - Hardened Scales - Infect - Mardu Midrange - WURG Footfalls - Izzet Control - Grixis Monkey - Spirits - Mono White Taxes - Reanimator - Grinding Breach - Grixis Control - Affinity - Thopter Urza - Domain Zoo - Glimpse Combo,Omnath Scapeshift - Spirits - Mardu Midrange - Boros Prowess - Rakdos Midrange - Dredge - Creativity Combo - Jund Shadow - Titan Shift - Jeskai Control - Thopter Urza - Domain Zoo - Infect - Esper Control - Ad Nauseam - WURG Control - Burn - Gruul Midrange - Bogles - Green Tron,Mardu Midrange - Grixis Control - Ad Nauseam - Infect - Spirits - Mono White Taxes - Affinity - Humans - Red Eldrazi - Thopter Urza - Izzet Breach - Domain Zoo - BTL Valki - Merfolk - Titan Shift - Grinding Breach,Shadow Prowess - Boros Prowess - WURG Footfalls - Taking Turns - Humans - Mardu Midrange - Ad Nauseam - Infect - Grixis Monkey - Reanimator - Spirits - Grixis Control - Mono White Taxes - Glimpse Combo - Asmo Food - Affinity - Delver - Thopter Urza - Domain Zoo - Grinding Breach - Izzet Control - Izzet Breach - Red Eldrazi - BTL Valki,Shadow Prowess - Boros Prowess - WURG Footfalls - Taking Turns - Humans - Mardu Midrange - Ad Nauseam - Infect - Grixis Monkey - Reanimator - Spirits - Grixis Control - Mono White Taxes - Glimpse Combo - Asmo Food - Affinity - Delver - Thopter Urza - Domain Zoo - Grinding Breach - Izzet Control - Izzet Breach - Red Eldrazi - BTL Valki
"Tiers 2.5",Asmo Food - Titan Shift - Enchantress - Grief Blade - Izzet Breach - BTL Valki - Jeskai Murktide - Goblins - Delver - Merfolk - Golgari Midrange - Lantern - Bogles - Mono Red Prowess - Gifts Storm - Red Eldrazi,Grinding Breach - Gifts Storm - Humans - Enchantress - Jeskai Murktide - Izzet Control - Goblins - Mono Red Prowess - Grief Blade,Golgari Midrange - Izzet Control - Lantern - Bogles - Enchantress - Jeskai Murktide - Gifts Storm - Goblins - Grief Blade - Mono Red Prowess,Merfolk - Titan Shift - Golgari Midrange - Lantern - Enchantress - Bogles - Jeskai Murktide - Gifts Storm - Goblins - Grief Blade - Mono Red Prowess,Merfolk - Titan Shift - Golgari Midrange - Lantern - Enchantress - Bogles - Jeskai Murktide - Gifts Storm - Goblins - Grief Blade - Mono Red Prowess
