"","CardNames","DeckCount","WinrateAverage"
"1","Surgical Extraction",114,66.9
"2","Force of Negation",111,67.9
"3","Pyroblast",102,66.4
"4","Hydroblast",89,66.7
"5","Meltdown",73,68.2
"6","Leyline of the Void",56,66.4
"7","Containment Priest",52,64.2
"8","Faerie Macabre",51,65.3
"9","Red Elemental Blast",50,64
"10","Counterbalance",46,69.1
"11","Grafdigger's Cage",43,66.5
"12","Plague Engineer",40,64.5
"13","Walking Ballista",37,66.3
"14","Unchained Berserker",36,69
"15","Swords to Plowshares",35,67.3
"16","Loran of the Third Path",34,64.6
"17","Carpet of Flowers",32,65.2
"18","Flusterstorm",30,64.5
"19","Blue Elemental Blast",28,64
"20","Empty-Shrine Kannushi",27,66.8
"21","Abrade",27,67.9
"22","Fury",27,71
"23","Chalice of the Void",26,64.7
"24","True-Name Nemesis",26,68
"25","Thoughtseize",24,64.3
"26","Archon of Absolution",23,65.2
"27","Serenity",22,65.8
"28","Snuff Out",22,64.9
"29","Prismatic Ending",21,66.7
"30","Pithing Needle",21,66.9
"31","Magus of the Moon",20,66.2
"32","Endurance",19,63.7
"33","Brotherhood's End",18,65.6
"34","Brazen Borrower",17,69.9
"35","Unlicensed Hearse",17,62.6
"36","Aven Mindcensor",17,65.6
"37","Mindbreak Trap",17,66.4
"38","Submerge",15,60.2
"39","Dress Down",14,64.1
"40","Sheoldred, the Apocalypse",14,63.9
"41","Null Rod",14,67
"42","Dauthi Voidwalker",14,62.4
"43","Terminus",13,64.5
"44","Price of Progress",13,69
"45","Tourach, Dread Cantor",12,64.6
"46","Wear // Tear",12,68.6
"47","Blood Moon",12,71.9
"48","Soul-Guide Lantern",12,64.6
"49","Fatal Push",11,64.1
"50","Show and Tell",11,70.9
