"","CardNames","DeckCount","Winrate95Min"
"1","Lightning Bolt",75,64.5
"2","Mishra's Bauble",74,64.4
"3","Daze",99,64.3
"4","Delver of Secrets",63,64.2
"5","Dragon's Rage Channeler",60,64.1
"6","Murktide Regent",73,64.1
"7","Steam Vents",48,64
"8","Wasteland",105,63.9
"9","Scalding Tarn",125,63.9
"10","Flooded Strand",117,63.9
"11","Misty Rainforest",131,63.9
"12","Force of Will",145,63.9
"13","Ponder",135,63.8
"14","Brazen Borrower",62,63.7
"15","Mystic Sanctuary",84,63.7
"16","Polluted Delta",128,63.7
"17","Brainstorm",141,63.7
"18","Expressive Iteration",83,63.5
"19","Island",105,63.5
"20","Volcanic Island",101,63.2
"21","Pyroblast",50,63.1
"22","Underground Sea",75,63
"23","Urza's Saga",46,62.8
"24","Lotus Petal",113,62.5
"25","Unholy Heat",34,62
"26","Karakas",80,61.9
"27","Verdant Catacombs",32,61.7
"28","Ancient Tomb",87,61.7
"29","Cavern of Souls",65,61.3
"30","Emeria's Call",43,61.1
"31","Pithing Needle",13,61
"32","Shadowspear",22,61
"33","Lion's Eye Diamond",22,61
"34","City of Traitors",76,61
"35","Eiganjo, Seat of the Empire",62,60.9
"36","Solitude",54,60.8
"37","Snuff Out",41,60.7
"38","Touch the Spirit Realm",56,60.7
"39","Seasoned Dungeoneer",56,60.7
"40","Mox Opal",32,60.6
"41","Dark Ritual",37,60.6
"42","Plains",63,60.6
"43","Chrome Mox",69,60.6
"44","Thoughtseize",46,60.4
"45","Bloodstained Mire",28,60.3
"46","White Plume Adventurer",54,60.1
"47","Soul-Guide Lantern",16,60
"48","Palace Jailer",49,60
"49","Swords to Plowshares",73,60
"50","Thassa's Oracle",21,59.8
