"","CardNames","DeckCount","WinrateAverage"
"1","Portable Hole",1,88.9
"2","Twinshot Sniper",1,88.9
"3","Karn, the Great Creator",2,80
"4","Tormod's Crypt",4,79.4
"5","Massacre",1,77.8
"6","Ensnaring Bridge",4,75.9
"7","Gingerbrute",2,75
"8","Firestorm",1,75
"9","Ancient Grudge",1,75
"10","Shriekmaw",1,75
"11","Ledger Shredder",1,75
"12","Kozilek's Return",1,75
"13","Sevinne's Reclamation",1,75
"14","Vault of Whispers",1,75
"15","Nemesis Trap",1,75
"16","Sarevok's Tome",1,75
"17","Not of This World",1,75
"18","Golgari Charm",1,75
"19","Run Afoul",1,75
"20","Boseiju, Who Endures",1,75
"21","Liliana, the Last Hope",2,73.3
"22","Subtlety",10,72.7
"23","Blessed Alliance",3,72.7
"24","Kappa Cannoneer",4,72.4
"25","Blood Moon",12,71.9
"26","Chancellor of the Annex",4,71.4
"27","Coffin Purge",2,71.4
"28","Orim's Chant",2,71.4
"29","Liquimetal Coating",2,71.4
"30","Mycosynth Lattice",2,71.4
"31","Lingering Souls",1,71.4
"32","Portal to Phyrexia",1,71.4
"33","Return to Nature",1,71.4
"34","Supreme Verdict",1,71.4
"35","Shattering Spree",1,71.4
"36","Gamble",1,71.4
"37","Back to Basics",1,71.4
"38","Teferi's Response",1,71.4
"39","Pernicious Deed",1,71.4
"40","March of Wretched Sorrow",1,71.4
"41","Maddening Hex",5,71.1
"42","Fury",27,71
"43","Leyline Binding",4,71
"44","Show and Tell",11,70.9
"45","Force of Vigor",8,70.8
"46","Karakas",3,70.8
"47","Ethersworn Canonist",8,70.7
"48","Trinisphere",10,70
"49","Helm of Obedience",4,70
"50","Kaldra Compleat",4,70
