"","CardNames","DeckCount","WinrateAverage"
"1","Force of Will",145,66.8
"2","Brainstorm",141,66.7
"3","Ponder",135,66.8
"4","Misty Rainforest",131,66.9
"5","Polluted Delta",128,66.9
"6","Scalding Tarn",125,67.1
"7","Flooded Strand",117,67.1
"8","Lotus Petal",113,65.9
"9","Island",105,67
"10","Wasteland",105,67.3
"11","Volcanic Island",101,66.8
"12","Daze",99,67.9
"13","Ancient Tomb",87,65.6
"14","Mystic Sanctuary",84,67.6
"15","Expressive Iteration",83,67.4
"16","Karakas",80,65.9
"17","City of Traitors",76,65.2
"18","Underground Sea",75,67.1
"19","Lightning Bolt",75,68.6
"20","Mishra's Bauble",74,68.5
"21","Swords to Plowshares",73,64.3
"22","Murktide Regent",73,68.2
"23","Chrome Mox",69,65
"24","Cavern of Souls",65,65.9
"25","Plains",63,65.2
"26","Delver of Secrets",63,68.7
"27","Eiganjo, Seat of the Empire",62,65.5
"28","Brazen Borrower",62,68.2
"29","Dragon's Rage Channeler",60,68.6
"30","Touch the Spirit Realm",56,65.6
"31","Seasoned Dungeoneer",56,65.6
"32","Solitude",54,65.8
"33","White Plume Adventurer",54,65.1
"34","Pyroblast",50,68.1
"35","Palace Jailer",49,65.2
"36","Steam Vents",48,69.1
"37","Urza's Saga",46,68
"38","Thoughtseize",46,65.8
"39","Snow-Covered Island",44,65.3
"40","Tundra",43,65.3
"41","Emeria's Call",43,66.7
"42","Snuff Out",41,66.4
"43","Dark Ritual",37,66.7
"44","Marsh Flats",36,65.5
"45","Reanimate",34,66
"46","Grief",34,64.8
"47","Swamp",34,64.3
"48","Once Upon a Time",34,66
"49","Unholy Heat",34,68.1
"50","Archon of Emeria",33,65.8
