"","CardNames","DeckCount","WinrateAverage"
"1","Enlightened Tutor",1,88.9
"2","Imperial Recruiter",1,88.9
"3","Ethersworn Canonist",1,88.9
"4","Goblin Cratermaker",1,88.9
"5","Karn, the Great Creator",3,78.3
"6","Rain of Filth",1,77.8
"7","Vengevine",1,75
"8","Burning Inquiry",1,75
"9","Basking Rootwalla",1,75
"10","Blazing Rootwalla",1,75
"11","Anje's Ravager",1,75
"12","Putrid Imp",1,75
"13","Anger",1,75
"14","Buried Alive",1,75
"15","Arclight Phoenix",1,75
"16","Supreme Verdict",1,75
"17","Day's Undoing",1,75
"18","Narset, Parter of Veils",1,75
"19","Helm of Obedience",1,75
"20","Phyrexian Fleshgorger",1,75
"21","Maralen of the Mornsong",1,75
"22","Profane Tutor",1,75
"23","Ignoble Hierarch",1,75
"24","Breeding Pool",1,75
"25","Overgrown Tomb",1,75
"26","Berserk",1,75
"27","Abrade",3,73.9
"28","Ensnaring Bridge",3,73.9
"29","Vampire Hexmage",2,73.3
"30","Sai, Master Thopterist",3,72.7
"31","Thought Monitor",7,72.5
"32","Emry, Lurker of the Loch",7,72.5
"33","Seat of the Synod",7,72.5
"34","Thoughtcast",7,72.5
"35","Metallic Rebuke",4,72.4
"36","Haywire Mite",4,72.4
"37","Spire of Industry",5,71.4
"38","Kappa Cannoneer",4,71.4
"39","Leyline of the Void",2,71.4
"40","Hagra Mauling",2,71.4
"41","Hollow One",2,71.4
"42","Fblthp, the Lost",1,71.4
"43","Charming Prince",1,71.4
"44","Soulherder",1,71.4
"45","Gilded Drake",1,71.4
"46","Council's Judgment",1,71.4
"47","Overmaster",1,71.4
"48","Grim Monolith",1,71.4
"49","Cloudpost",1,71.4
"50","Vesuva",1,71.4
