"","CardNames","DeckCount","WinrateAverage"
"1","Sorcerous Spyglass",1,100
"2","Transmogrifying Wand",1,100
"3","Courier's Briefcase",2,90
"4","Unchained Berserker",1,87.5
"5","Wild Slash",2,83.3
"6","Toski, Bearer of Secrets",4,81.5
"7","Kazuul's Fury",3,81.2
"8","Memory Deluge",3,80
"9","Elvish Mystic",1,80
"10","Llanowar Elves",1,80
"11","Koma, Cosmos Serpent",1,80
"12","March of Wretched Sorrow",1,80
"13","The Meathook Massacre",1,80
"14","Wilt",1,80
"15","Treasure Cruise",1,80
"16","Gods Willing",1,80
"17","Hour of Devastation",1,80
"18","Guardian of Faith",3,79.3
"19","Settle the Wreckage",7,78.7
"20","Goblin Chainwhirler",4,78.6
"21","Boseiju, Who Endures",4,77.8
"22","March of Swirling Mist",3,77.8
"23","Witch's Oven",2,77.8
"24","Bolas's Citadel",2,77.8
"25","Necromentia",2,77.8
"26","Abrupt Decay",1,77.8
"27","Implement of Combustion",1,77.8
"28","Garruk's Harbinger",1,77.8
"29","Giant Killer",1,77.8
"30","Oni-Cult Anvil",3,77.3
"31","Brutal Cathar",10,77.1
"32","Extraction Specialist",8,76.9
"33","Slip Out the Back",2,76.9
"34","Showdown of the Skalds",7,76.6
"35","Sunset Revelry",17,76.3
"36","Ulamog, the Ceaseless Hunger",5,76.3
"37","Ruric Thar, the Unbowed",5,76.3
"38","Teferi, Hero of Dominaria",3,76.2
"39","Kozilek's Return",3,76.2
"40","Valorous Stance",10,75.8
"41","Witness Protection",22,75.7
"42","Supreme Verdict",11,75.7
"43","Light of Hope",6,75.6
"44","Weathered Runestone",19,75.2
"45","Reidane, God of the Worthy",18,75.2
"46","Elite Spellbinder",12,75
"47","Cinderclasm",7,75
"48","Hunt the Hunter",5,75
"49","Courser of Kruphix",4,75
"50","The Wandering Emperor",4,75
