"","SetCode","NoCopies","Winrate"
"1","LEA",2462,0.717
"2","MID",1990,0.722
"3","ELD",1787,0.72
"4","NEO",1649,0.724
"5","M20",1424,0.713
"6","WAR",1423,0.714
"7","AFR",1365,0.72
"8","KHM",1289,0.722
"9","SNC",1281,0.726
"10","ZNR",1121,0.719
"11","VOW",1036,0.726
"12","THS",927,0.711
"13","KLD",848,0.715
"14","KTK",719,0.711
"15","THB",685,0.72
"16","SOI",680,0.715
"17","DIS",614,0.722
"18","ICE",613,0.709
"19","IKO",597,0.718
"20","RTR",572,0.721
"21","AKH",560,0.707
"22","AER",525,0.723
"23","OGW",520,0.718
"24","GRN",497,0.721
"25","STX",473,0.714
"26","INV",438,0.717
"27","M14",424,0.703
"28","XLN",419,0.722
"29","M21",413,0.715
"30","DTK",412,0.727
"31","GPT",411,0.715
"32","LRW",404,0.724
"33","DOM",398,0.717
"34","RAV",398,0.71
"35","EMN",365,0.719
"36","M19",362,0.719
"37","RIX",326,0.716
"38","RNA",298,0.704
"39","M10",294,0.711
"40","DGM",249,0.697
"41","ORI",243,0.718
"42","HOU",219,0.728
"43","JOU",175,0.711
"44","ZEN",152,0.71
"45","TSP",145,0.717
"46","FRF",145,0.727
"47","GTC",136,0.724
"48","USG",132,0.727
"49","APC",109,0.702
"50","BFZ",104,0.712
"51","DKA",84,0.698
"52","MRD",84,0.702
"53","MOR",83,0.718
"54","PLC",77,0.73
"55","PTK",76,0.721
"56","DRK",75,0.704
"57","M11",45,0.724
"58","ISD",39,0.699
"59","BNG",27,0.727
"60","M13",19,0.703
"61","CMD",11,0.694
"62","M12",8,0.615
"63","LEG",4,0.75
"64","ROE",4,0.714
"65","PLS",4,0.6
