"","SetCode","NoCopies","Winrate"
"1","MH2",4425,0.726
"2","LEA",1930,0.724
"3","MH1",1795,0.725
"4","ZEN",1651,0.73
"5","ONS",1402,0.733
"6","ELD",744,0.722
"7","WWK",687,0.73
"8","WAR",662,0.731
"9","5DN",650,0.729
"10","LRW",642,0.723
"11","RAV",633,0.735
"12","STX",565,0.737
"13","GPT",543,0.728
"14","DIS",524,0.735
"15","ZNR",490,0.699
"16","IKO",479,0.734
"17","KLD",474,0.717
"18","SOM",472,0.728
"19","CSP",443,0.734
"20","M20",416,0.722
"21","MID",395,0.722
"22","THB",383,0.733
"23","FUT",360,0.716
"24","ICE",321,0.758
"25","AVR",308,0.724
"26","NPH",304,0.725
"27","MRD",284,0.723
"28","EMN",281,0.739
"29","ROE",280,0.72
"30","ATQ",260,0.718
"31","DRK",259,0.718
"32","M11",230,0.706
"33","RTR",220,0.731
"34","TSP",213,0.718
"35","SHM",190,0.71
"36","AFR",187,0.726
"37","CON",174,0.726
"38","MBS",165,0.712
"39","ALA",165,0.735
"40","PLS",163,0.748
"41","M19",161,0.732
"42","CHK",160,0.706
"43","DTK",143,0.74
"44","ISD",143,0.708
"45","AER",141,0.732
"46","ARB",130,0.701
"47","CMD",130,0.728
"48","DOM",125,0.718
"49","DKA",123,0.703
"50","KTK",104,0.709
"51","SOK",103,0.739
"52","RNA",102,0.705
"53","APC",101,0.686
"54","VOW",100,0.713
"55","DST",90,0.718
"56","PC2",84,0.702
"57","OGW",78,0.698
"58","PLC",73,0.718
"59","M21",70,0.712
"60","GTC",68,0.733
"61","JOU",66,0.713
"62","SOI",61,0.706
"63","M10",55,0.717
"64","AKH",52,0.724
"65","BFZ",51,0.738
"66","TMP",46,0.731
"67","GRN",45,0.781
"68","MOR",45,0.689
"69","XLN",45,0.735
"70","INV",40,0.729
"71","MIR",32,0.724
"72","ARN",32,0.705
"73","HOU",32,0.66
"74","WTH",31,0.724
"75","DGM",31,0.66
"76","JUD",30,0.692
"77","STH",29,0.731
"78","M13",27,0.74
"79","M15",26,0.732
"80","NEM",26,0.711
"81","KHM",22,0.8
"82","EVE",21,0.716
"83","PTK",20,0.733
"84","M12",18,0.782
"85","THS",16,0.789
"86","ORI",15,0.69
"87","FRF",10,0.733
"88","P02",9,0.682
"89","ODY",6,0.636
"90","BOK",5,0.7
"91","SCG",4,0.625
"92","LEG",1,0.7
