"","CardNames","DeckCount","WinrateAverage"
"1","Engineered Explosives",161,72.8
"2","Mystical Dispute",129,73.1
"3","Lurrus of the Dream-Den",99,73.5
"4","Force of Vigor",94,71.9
"5","Alpine Moon",89,73.2
"6","Endurance",83,72.6
"7","Force of Negation",81,72.7
"8","Dress Down",81,73.3
"9","Relic of Progenitus",76,73.7
"10","Thoughtseize",72,72.4
"11","Nihil Spellbomb",71,72.5
"12","Pithing Needle",69,74
"13","Flusterstorm",67,73.5
"14","Chalice of the Void",65,72.2
"15","Blood Moon",60,71.5
"16","Veil of Summer",52,71.1
"17","Sanctifier en-Vec",50,71.8
"18","Prismatic Ending",47,70.7
"19","Jace, the Mind Sculptor",45,73.6
"20","Path to Exile",44,71
"21","Yorion, Sky Nomad",43,73.9
"22","Rest in Peace",42,71.7
"23","Terminate",41,74.5
"24","Kolaghan's Command",40,73.8
"25","Soul-Guide Lantern",40,74.5
"26","Dovin's Veto",37,72.4
"27","Spell Pierce",35,73.4
"28","Subtlety",34,74.1
"29","Kaheera, the Orphanguard",33,73.1
"30","Void Mirror",33,72.1
"31","Aether Gust",31,73.8
"32","Lightning Helix",30,77
"33","Leyline of Sanctity",27,69.3
"34","Celestial Purge",26,74.3
"35","Emrakul, the Promised End",26,75.3
"36","Tourach, Dread Cantor",26,74.7
"37","Torpor Orb",25,73.1
"38","Shark Typhoon",24,72.9
"39","Foundation Breaker",23,69
"40","Tormod's Crypt",22,75
"41","Cathar Commando",22,70.2
"42","Fury",22,73.8
"43","Emrakul, the Aeons Torn",21,72.6
"44","Cavern of Souls",19,73.2
"45","Stony Silence",19,71.3
"46","Ghost Quarter",18,75
"47","Collective Brutality",18,75.6
"48","Liquimetal Coating",18,75.2
"49","Nature's Claim",18,69.5
"50","Drannith Magistrate",17,71.6
