"","SetCode","NoCopies","Winrate"
"1","MID",1835,0.71
"2","ZNR",1405,0.711
"3","NEO",1353,0.711
"4","LEA",1324,0.707
"5","ELD",1239,0.712
"6","AFR",1031,0.709
"7","KTK",829,0.704
"8","M20",782,0.704
"9","KLD",781,0.708
"10","WAR",777,0.71
"11","KHM",735,0.706
"12","VOW",687,0.713
"13","IKO",681,0.714
"14","STX",680,0.712
"15","GRN",569,0.707
"16","THS",567,0.713
"17","AKH",556,0.712
"18","SOI",555,0.711
"19","GPT",530,0.71
"20","INV",474,0.707
"21","DIS",429,0.713
"22","EMN",411,0.702
"23","DTK",397,0.709
"24","RAV",389,0.713
"25","RTR",381,0.706
"26","AER",324,0.703
"27","THB",310,0.706
"28","RIX",279,0.709
"29","LRW",278,0.706
"30","M14",274,0.7
"31","DOM",255,0.698
"32","RNA",247,0.712
"33","XLN",242,0.698
"34","DGM",223,0.718
"35","OGW",213,0.702
"36","M10",200,0.716
"37","M21",199,0.712
"38","ORI",192,0.72
"39","ZEN",190,0.71
"40","M19",168,0.71
"41","JOU",166,0.72
"42","HOU",152,0.709
"43","APC",136,0.701
"44","FRF",121,0.715
"45","USG",120,0.707
"46","TSP",118,0.702
"47","ICE",112,0.667
"48","GTC",99,0.73
"49","MRD",84,0.734
"50","MOR",83,0.716
"51","ISD",53,0.724
"52","PLC",46,0.727
"53","DKA",46,0.701
"54","BFZ",43,0.733
"55","M11",29,0.746
"56","M13",21,0.734
"57","LEG",12,0.667
"58","BNG",10,0.684
"59","ALA",4,0.714
"60","CMD",3,0.667
"61","ATQ",1,0.571
