"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1195,0.684
"2","Christopher Rush",1098,0.683
"3","Terese Nielsen",888,0.685
"4","Kaja Foglio",694,0.677
"5","Mark Tedin",639,0.676
"6","Anastasia Ovchinnikova",611,0.683
"7","Una Fricker",480,0.688
"8","Jesper Myrfors",438,0.686
"9","Jeff A. Menges",391,0.697
"10","Brian Snõddy",382,0.673
"11","Randy Vargas",380,0.68
"12","Shelly Wan",364,0.681
"13","Nils Hamm",317,0.672
"14","Matthew D. Wilson",315,0.674
"15","Paul Scott Canavan",304,0.678
"16","Donato Giancola",304,0.671
"17","Philip Straub",298,0.672
"18","John Stanko",292,0.691
"19","April Lee",279,0.669
"20","Lucas Graciano",269,0.665
"21","Martina Fackova",259,0.67
"22","Mark Zug",256,0.681
"23","Chippy",237,0.672
"24","Aleksi Briclot",229,0.678
"25","David Rapoza",227,0.686
"26","Colin MacNeil",226,0.667
"27","Kev Walker",223,0.677
"28","Mark Poole",219,0.676
"29","Victor Adame Minguez",215,0.692
"30","Richard Thomas",208,0.665
"31","Vincent Proce",202,0.7
"32","Anthony S. Waters",196,0.69
"33","Adam Rex",195,0.683
"34","Anson Maddocks",194,0.691
"35","Sam Burley",184,0.689
"36","Douglas Shuler",175,0.68
"37","Magali Villeneuve",170,0.681
"38","Dan Frazier",168,0.698
"39","Eric Deschamps",168,0.668
"40","Titus Lunter",167,0.688
"41","Igor Kieryluk",160,0.661
"42","Svetlin Velinov",155,0.669
"43","Greg Hildebrandt",153,0.716
"44","Sandra Everingham",151,0.681
"45","Volkan Baǵa",150,0.678
"46","Dave DeVries",149,0.661
"47","rk post",148,0.666
"48","Pete Venters",144,0.696
"49","John Avon",143,0.699
"50","Joseph Meehan",140,0.67
"51","Nicola Leonard",139,0.711
"52","Matt Stewart",138,0.693
"53","Vance Kovacs",138,0.661
"54","Franz Vohwinkel",138,0.666
"55","Jason Chan",135,0.686
"56","Filip Burburan",128,0.687
"57","DiTerlizzi",126,0.7
"58","Rebecca Guay",126,0.704
"59","Raoul Vitale",120,0.669
"60","Andreas Zafiratos",113,0.693
"61","Adam Paquette",113,0.662
"62","Nicholas Gregory",113,0.669
"63","Chris Rallis",111,0.669
"64","Ryan Pancoast",111,0.665
"65","Christopher Moeller",110,0.705
"66","Ron Spears",105,0.656
"67","Scott M. Fischer",104,0.687
"68","Izzy",101,0.695
"69","Mike Bierek",97,0.72
"70","Tom Wänerstrand",97,0.675
"71","Chris Ostrowski",96,0.694
"72","Howard Lyon",93,0.698
"73","John Zeleznik",90,0.662
"74","Michael Komarck",86,0.68
"75","Thomas M. Baxa",84,0.68
"76","Tim Hildebrandt",83,0.682
"77","D. Alexander Gregory",81,0.702
"78","Gabor Szikszai",78,0.665
"79","Dmitry Burmak",76,0.688
"80","Carl Critchlow",75,0.675
"81","Eric Fortune",74,0.681
"82","Dany Orizio",73,0.642
"83","Pat Morrissey",72,0.667
"84","Kieran Yanner",72,0.659
"85","Erica Yang",70,0.68
"86","Wisnu Tan",69,0.669
"87","Stephan Martiniere",68,0.688
"88","Robert Bliss",68,0.662
"89","Margaret Organ-Kean",67,0.684
"90","Johannes Voss",67,0.671
"91","Tomas Giorello",67,0.663
"92","Iain McCaig",66,0.685
"93","Bryan Sola",66,0.664
"94","Sidharth Chaturvedi",65,0.671
"95","Jerry Tiritilli",62,0.704
"96","Chris Rahn",61,0.685
"97","Jaime Jones",60,0.69
"98","Chris Seaman",59,0.686
"99","Sarah Finnigan",58,0.696
"100","Harold McNeill",57,0.704
"101","Raymond Swanland",57,0.664
"102","Martina Pilcerova",52,0.736
"103","Daniel Ljunggren",52,0.678
"104","Cliff Childs",51,0.711
"105","Yigit Koroglu",48,0.709
"106","Julie Baroh",48,0.662
"107","Luca Zontini",48,0.671
"108","Yeong-Hao Han",47,0.682
"109","Lucas Staniec",47,0.668
"110","Andrew Mar",47,0.664
"111","Lake Hurwitz",47,0.708
"112","Jesper Ejsing",45,0.72
"113","Yongjae Choi",45,0.687
"114","Drew Tucker",44,0.679
"115","Anthony Francisco",44,0.676
"116","Jeff Laubenstein",42,0.62
"117","Jonas De Ro",41,0.653
"118","Ron Spencer",39,0.695
"119","Jason Rainville",37,0.714
"120","Kari Christensen",37,0.698
"121","Greg Staples",37,0.687
"122","David Martin",37,0.656
"123","Alayna Danner",35,0.695
"124","Alex Konstad",35,0.674
"125","Daarken",35,0.622
"126","Mark Behm",34,0.68
"127","Mike Ploog",34,0.664
"128","Livia Prima",33,0.691
"129","Marcela Medeiros",33,0.671
"130","Amy Weber",32,0.7
"131","Mike Dringenberg",32,0.696
"132","Shishizaru",32,0.641
"133","Jana Schirmer & Johannes Voss",31,0.722
"134","Zoltan Boros",31,0.675
"135","Larry MacDougall",31,0.641
"136","Evan Shipard",28,0.721
"137","Caio Monteiro",27,0.696
"138","Lawrence Snelly",26,0.76
"139","Jehan Choo",26,0.718
"140","Cyril Van Der Haegen",25,0.738
"141","Adrian Smith",24,0.8
"142","David Hudnut",24,0.73
"143","Scott Murphy",22,0.72
"144","Susan Van Camp",21,0.645
"145","Lius Lasahido",21,0.663
"146","Tom Kyffin",20,0.702
"147","James Paick",20,0.726
"148","Greg Simanson",20,0.72
"149","Richard Kane Ferguson",20,0.702
"150","Jeremy Enecio",19,0.75
"151","Liz Danforth",19,0.702
"152","Mila Pesic",19,0.621
"153","Randy Gallegos",18,0.653
"154","Jim Nelson",17,0.68
"155","Heather Hudson",17,0.731
"156","Tommy Arnold",17,0.662
"157","Zack Stella",17,0.692
"158","Ekaterina Burmak",17,0.699
"159","Jean-Sébastien Rossbach",16,0.77
"160","Matt Cavotta",16,0.75
"161","Val Mayerik",16,0.722
"162","Julian Kok Joon Wen",15,0.729
"163","Jung Park",15,0.69
"164","Brent Hollowell",13,0.717
"165","Richard Wright",13,0.636
"166","Justin Hampton",12,0.725
"167","Evyn Fong",12,0.705
"168","Greg Hildebrandt & Tim Hildebrandt",12,0.642
"169","Craig J Spearing",12,0.6
"170","Mark Brill",12,0.676
"171","Wesley Burt",11,0.725
"172","Daren Bader",11,0.7
"173","Matt Thompson",11,0.737
"174","Anna Steinbauer",10,0.622
"175","Tia Masic",10,0.571
"176","Zoltan Boros & Gabor Szikszai",9,0.75
"177","Slawomir Maniak",9,0.688
"178","Antonio José Manzanedo",9,0.652
"179","Tomasz Jedruszek",9,0.634
"180","Dan Scott",9,0.562
"181","David Palumbo",8,0.667
"182","Glenn Fabry",8,0.652
"183","Andrew Goldhawk",8,0.733
"184","Edward P. Beard, Jr.",8,0.636
"185","Andrew Robinson",8,0.667
"186","Richard Whitters",8,0.6
"187","Wayne England",8,0.676
"188","Johann Bodin",8,0.661
"189","Zezhou Chen",7,0.772
"190","Jeremy Jarvis",7,0.682
"191","Min Yum",7,0.643
"192","Chase Stone",6,0.721
"193","Dimitar Marinski",6,0.739
"194","James Ryman",6,0.667
"195","Gary Ruddell",6,0.636
"196","Seb McKinnon",6,0.586
"197","Austin Hsu",5,0.692
"198","Christine Choi",5,0.619
"199","Cristi Balanescu",5,0.7
"200","Irina Nordsol",4,0.778
"201","Brom",4,0.636
"202","Bud Cook",4,0.667
"203","Grzegorz Rutkowski",4,0.714
"204","Ralph Horsley",4,0.667
"205","Karl Kopinski",4,0.75
"206","Micah Epstein",4,0.571
"207","Chris Cold",4,0.571
"208","Dave Kendall",4,0.607
"209","Stephen Daniele",4,0.5
"210","Emrah Elmasli",4,0.5
"211","Heonhwa Choe",3,0.8
"212","Sean Murray",3,0.8
"213","Steve Argyle",3,0.667
"214","Suzanne Helmigh",3,0.667
"215","Josh Hass",3,0.571
"216","Bastien L. Deharme",3,0.5
"217","Eric Peterson",3,0.571
"218","Nestor Ossandon Leal",3,0.5
"219","Winona Nelson",2,0.75
"220","Don Hazeltine",2,0.75
"221","Anthony Jones",2,0.733
"222","YW Tang",2,0.688
"223","Mitsuaki Sagiri",2,1
"224","Shreya Shetty",2,0.714
"225","Piotr Dura",2,0.714
"226","Lie Setiawan",2,0.75
