"","SetCode","NoCopies","Winrate"
"1","LEA",2383,0.683
"2","MH2",1926,0.682
"3","ICE",1588,0.679
"4","TMP",1104,0.68
"5","ZEN",973,0.68
"6","ONS",970,0.684
"7","MH1",864,0.679
"8","LRW",803,0.678
"9","ALL",714,0.677
"10","USG",551,0.678
"11","MRD",430,0.683
"12","ELD",411,0.676
"13","FUT",380,0.682
"14","NEM",376,0.675
"15","CSP",366,0.67
"16","NPH",363,0.681
"17","NEO",349,0.687
"18","LEB",340,0.667
"19","STX",328,0.668
"20","M20",310,0.696
"21","ISD",305,0.676
"22","PLC",282,0.67
"23","WAR",268,0.689
"24","GPT",259,0.675
"25","MBS",239,0.681
"26","WWK",232,0.694
"27","ULG",224,0.7
"28","AVR",221,0.693
"29","LEG",197,0.706
"30","THB",194,0.702
"31","EXO",186,0.682
"32","ZNR",181,0.679
"33","MMQ",163,0.679
"34","SCG",157,0.665
"35","GTC",153,0.687
"36","CLB",148,0.688
"37","SOM",146,0.68
"38","DST",141,0.689
"39","STH",141,0.693
"40","DRK",134,0.696
"41","M11",132,0.683
"42","DKA",126,0.683
"43","SHM",122,0.671
"44","CON",116,0.684
"45","5DN",113,0.676
"46","WTH",110,0.7
"47","IKO",102,0.709
"48","ALA",97,0.708
"49","ODY",97,0.665
"50","RTR",96,0.694
"51","RAV",95,0.702
"52","MIR",89,0.698
"53","TSP",89,0.682
"54","TOR",84,0.719
"55","VIS",83,0.69
"56","JMP",83,0.68
"57","SNC",82,0.683
"58","DMU",81,0.65
"59","JUD",78,0.675
"60","AFR",72,0.675
"61","CMD",72,0.679
"62","AFC",66,0.664
"63","SOK",64,0.724
"64","C15",62,0.661
"65","PC2",58,0.655
"66","M15",57,0.677
"67","CMR",57,0.693
"68","CN2",54,0.714
"69","MID",52,0.706
"70","AER",51,0.655
"71","ATQ",50,0.705
"72","HOU",49,0.672
"73","GRN",49,0.671
"74","ROE",46,0.644
"75","OGW",39,0.622
"76","CHK",36,0.646
"77","FRF",35,0.671
"78","MOR",35,0.629
"79","EVE",34,0.686
"80","EMN",32,0.73
"81","ORI",29,0.667
"82","C19",29,0.673
"83","BNG",28,0.736
"84","M19",22,0.667
"85","BOK",21,0.717
"86","FEM",21,0.645
"87","C14",20,0.704
"88","AKH",19,0.667
"89","NEC",19,0.722
"90","POR",17,0.78
"91","XLN",17,0.68
"92","C13",17,0.667
"93","M13",17,0.608
"94","C21",16,0.595
"95","C18",15,0.683
"96","KHM",15,0.742
"97","BBD",14,0.672
"98","DIS",14,0.706
"99","KLD",14,0.688
"100","APC",12,0.636
"101","M14",11,0.725
"102","ARB",10,0.667
"103","PLS",9,0.667
"104","JOU",9,0.667
"105","C17",8,0.712
"106","KTK",8,0.632
"107","RIX",8,0.6
"108","SOI",7,0.75
"109","BFZ",6,0.714
"110","DOM",6,0.733
"111","M10",5,0.538
"112","DMC",4,0.5
"113","C20",3,0.667
"114","PTK",2,1
"115","NCC",2,0.727
"116","ARN",2,0.571
"117","P02",1,0.571
"118","INV",1,0.571
