"","CardNames","DeckCount","WinrateAverage"
"1","Adanto Vanguard",1,90
"2","Sejiri Shelter",1,90
"3","Llanowar Visionary",2,83.3
"4","Llanowar Wastes",3,80
"5","Chord of Calling",3,80
"6","Elvish Visionary",3,80
"7","Dwynen's Elite",3,80
"8","Shaman of the Pack",3,80
"9","Elvish Warmaster",3,80
"10","Jaspera Sentinel",3,80
"11","Secluded Courtyard",3,80
"12","Leaf-Crowned Visionary",3,80
"13","Eidolon of the Great Revel",1,80
"14","Lightning Strike",1,80
"15","Rampaging Ferocidon",1,80
"16","Goblin Chainwhirler",1,80
"17","Torbran, Thane of Red Fell",1,80
"18","Stitcher's Supplier",3,79.2
"19","Eldritch Evolution",3,79.2
"20","Cling to Dust",2,77.8
"21","Ertai Resurrected",2,77.8
"22","Shadows' Verdict",2,77.8
"23","Zagoth Triome",1,77.8
"24","Keruga, the Macrosage",1,77.8
"25","Koma, Cosmos Serpent",1,77.8
"26","Shore Up",1,77.8
"27","Extinction Event",5,76.7
"28","Nissa, Who Shakes the World",2,76.5
"29","Ritual of Soot",3,76
"30","Fetid Pools",3,76
"31","Favored Hoplite",3,76
"32","Battlefield Forge",3,76
"33","Inspiring Vantage",3,76
"34","Invigorated Rampage",3,76
"35","Reckless Rage",3,76
"36","Needleverge Pathway",3,76
"37","Dreadhorde Arcanist",3,76
"38","Homestead Courage",3,76
"39","Ancestral Anger",3,76
"40","Illuminator Virtuoso",3,76
"41","Defiant Strike",3,76
"42","Gods Willing",3,76
"43","Flowstone Infusion",3,76
"44","Blooming Marsh",12,75.3
"45","Drowned Catacomb",4,75
"46","Binding the Old Gods",2,75
"47","Teferi, Who Slows the Sunset",2,75
"48","Elspeth, Sun's Champion",1,75
"49","Overgrown Tomb",14,74.8
"50","Godless Shrine",7,74.5
