"","CardNames","DeckCount","WinrateAverage"
"1","Pithing Needle",107,69.5
"2","Mystical Dispute",85,68.8
"3","Rending Volley",67,68.1
"4","Damping Sphere",64,67.9
"5","Unlicensed Hearse",55,67.1
"6","Rest in Peace",54,66.2
"7","Skysovereign, Consul Flagship",45,70.7
"8","Duress",43,69.3
"9","Abrade",43,68
"10","Extinction Event",42,69.3
"11","Go Blank",42,68.8
"12","Reckoner Bankbuster",39,66.3
"13","Portable Hole",38,68.8
"14","Aether Gust",37,66.9
"15","Disdainful Stroke",37,66.4
"16","Reidane, God of the Worthy",36,67.2
"17","The Stone Brain",33,69.5
"18","Haywire Mite",32,69.5
"19","Cityscape Leveler",32,69.5
"20","Pestilent Cauldron",30,69.8
"21","The Chain Veil",30,69.8
"22","Tormod's Crypt",29,69
"23","Narset's Reversal",29,68
"24","Zacama, Primal Calamity",27,71.8
"25","Approach of the Second Sun",27,71.8
"26","Ritual of Soot",27,71.1
"27","Dovin's Veto",27,67.8
"28","Supreme Verdict",25,70.6
"29","Jegantha, the Wellspring",25,68.4
"30","Tear Asunder",24,72.4
"31","Thought Distortion",23,71.8
"32","Behold the Multiverse",23,70.7
"33","Deafening Silence",22,64.3
"34","Thoughtseize",21,71.2
"35","Destroy Evil",21,69.7
"36","Transmogrifying Wand",21,69.2
"37","The Mightstone and Weakstone",20,69.1
"38","Path of Peril",20,70.1
"39","God-Pharaoh's Statue",20,68.2
"40","Shapers' Sanctuary",20,64.5
"41","Elspeth, Sun's Champion",20,66
"42","Wedding Announcement",19,69
"43","Darksteel Citadel",19,70.4
"44","Elder Gargaroth",18,70.8
"45","Languish",18,70.7
"46","Temporary Lockdown",18,64.6
"47","Heart of Kiran",17,68.8
"48","Woodcaller Automaton",17,69.3
"49","Hullbreaker Horror",17,70.1
"50","Starnheim Unleashed",16,68.6
