"","Artist","NoCopies","Winrate"
"1","Rob Alexander",820,0.687
"2","Johannes Voss",578,0.676
"3","Jonas De Ro",517,0.676
"4","Christopher Rush",472,0.689
"5","Jesper Myrfors",441,0.671
"6","Eric Deschamps",394,0.681
"7","Wesley Burt",377,0.695
"8","Lucas Graciano",329,0.682
"9","Adam Paquette",315,0.688
"10","John Avon",305,0.701
"11","Magali Villeneuve",300,0.695
"12","Jung Park",298,0.694
"13","Anson Maddocks",294,0.682
"14","Chris Rahn",271,0.676
"15","John Stanko",267,0.685
"16","Joseph Meehan",258,0.68
"17","Victor Adame Minguez",257,0.688
"18","Aleksi Briclot",250,0.703
"19","Igor Kieryluk",246,0.685
"20","Chris Rallis",239,0.684
"21","Izzy",237,0.686
"22","Daarken",223,0.691
"23","Svetlin Velinov",222,0.688
"24","Titus Lunter",213,0.672
"25","Dan Frazier",208,0.693
"26","Jason Rainville",201,0.686
"27","Chris Ostrowski",199,0.687
"28","Ekaterina Burmak",199,0.694
"29","Kieran Yanner",192,0.671
"30","Mark Poole",185,0.69
"31","Pete Venters",183,0.693
"32","Sam Burley",180,0.692
"33","Ravenna Tran",180,0.685
"34","Jaime Jones",177,0.703
"35","Franz Vohwinkel",177,0.665
"36","Manuel Castañón",175,0.663
"37","Fred Fields",172,0.679
"38","Lucas Staniec",168,0.685
"39","Bryan Sola",163,0.664
"40","Volkan Baǵa",160,0.673
"41","Tomasz Jedruszek",151,0.674
"42","Dan Scott",151,0.689
"43","Noah Bradley",148,0.716
"44","Zezhou Chen",145,0.666
"45","Dimitar Marinski",144,0.697
"46","Irina Nordsol",143,0.673
"47","Jesper Ejsing",139,0.687
"48","Chris Seaman",138,0.677
"49","Wisnu Tan",135,0.7
"50","Steve Prescott",133,0.683
"51","Bryan Talbot",132,0.72
"52","Filip Burburan",130,0.701
"53","Caio Monteiro",128,0.695
"54","Alayna Danner",127,0.687
"55","Christine Choi",125,0.71
"56","Donato Giancola",122,0.657
"57","Jakub Kasper",120,0.698
"58","Jehan Choo",120,0.698
"59","Yigit Koroglu",120,0.698
"60","Raoul Vitale",115,0.696
"61","Douglas Shuler",112,0.677
"62","Yeong-Hao Han",112,0.679
"63","Scott M. Fischer",108,0.718
"64","Josu Hernaiz",107,0.718
"65","Kev Walker",107,0.687
"66","Zack Stella",104,0.705
"67","Wayne Reynolds",103,0.692
"68","Anna Steinbauer",100,0.68
"69","Tommy Arnold",99,0.669
"70","Matt Stewart",97,0.664
"71","Lius Lasahido",95,0.726
"72","Cristi Balanescu",94,0.695
"73","Lawrence Snelly",92,0.692
"74","Campbell White",91,0.683
"75","Andreas Rocha",90,0.667
"76","Ryan Pancoast",88,0.683
"77","Steven Belledin",83,0.66
"78","Johan Grenier",79,0.668
"79","Julian Kok Joon Wen",77,0.672
"80","Dmitry Burmak",77,0.691
"81","Caroline Gariba",77,0.688
"82","Andrew Goldhawk",76,0.668
"83","Nicola Leonard",75,0.655
"84","Karl Kopinski",72,0.675
"85","Jana Schirmer & Johannes Voss",71,0.674
"86","Nicholas Elias",70,0.651
"87","Inka Schulz",68,0.695
"88","Mads Ahm",68,0.68
"89","Nils Hamm",67,0.667
"90","Liiga Smilshkalne",67,0.652
"91","Bryon Wackwitz",66,0.656
"92","Steve Argyle",65,0.718
"93","Goran Josic",65,0.682
"94","Vincent Proce",63,0.68
"95","Dave Kendall",63,0.726
"96","Lake Hurwitz",62,0.683
"97","Milivoj Ćeran",62,0.693
"98","Phil Foglio",61,0.679
"99","Slawomir Maniak",59,0.685
"100","Robbie Trevino",56,0.67
"101","Seb McKinnon",55,0.681
"102","Randy Vargas",54,0.695
"103","Sarah Finnigan",52,0.677
"104","Vance Kovacs",51,0.679
"105","Jason Chan",50,0.712
"106","Cynthia Sheppard",50,0.669
"107","Alexander Forssberg",48,0.67
"108","Howard Lyon",46,0.713
"109","Tyler Walpole",46,0.67
"110","Austin Hsu",46,0.692
"111","Viktor Titov",46,0.677
"112","Iain McCaig",45,0.67
"113","Mike Raabe",43,0.673
"114","Piotr Dura",43,0.67
"115","Cliff Childs",41,0.683
"116","Daniel Ljunggren",41,0.684
"117","Aaron Miller",41,0.681
"118","Anato Finnstark",40,0.681
"119","John Howe",40,0.671
"120","Raymond Swanland",39,0.684
"121","Leon Tukker",38,0.687
"122","Olivier Bernard",36,0.724
"123","Deruchenko Alexander",36,0.701
"124","Mila Pesic",36,0.653
"125","Lie Setiawan",36,0.656
"126","Dominik Mayer",35,0.686
"127","Brian Valeza",34,0.658
"128","Kasia 'Kafis' Zielińska",33,0.692
"129","Nicholas Gregory",29,0.7
"130","James Ryman",29,0.663
"131","Chase Stone",27,0.648
