"","CardNames","DeckCount","WinrateAverage"
"1","Loran's Escape",1,90
"2","Gideon, Ally of Zendikar",1,87.5
"3","Witherbloom Command",2,82.4
"4","Skyreaping",2,82.4
"5","Nissa, Vastwood Seer",3,80
"6","Vivien, Monsters' Advocate",3,80
"7","Reclamation Sage",3,80
"8","Masked Vandal",3,80
"9","Lovestruck Beast",1,80
"10","Roiling Vortex",1,80
"11","Phyrexian Revoker",3,77.8
"12","Soul Shatter",2,77.8
"13","Cling to Dust",2,77.8
"14","Eliminate",2,77.8
"15","Mirrorshell Crab",1,77.8
"16","Leyline of Sanctity",1,77.8
"17","Nebelgast Herald",1,77.8
"18","Feed the Swarm",1,77.8
"19","Brimaz, King of Oreskos",1,77.8
"20","Baral, Chief of Compliance",4,76.5
"21","Fading Hope",3,76
"22","Kaervek, the Spiteful",3,76
"23","Shadows' Verdict",3,76
"24","Reckless Rage",3,76
"25","Fight as One",3,76
"26","Showdown of the Skalds",3,76
"27","Raze the Effigy",3,76
"28","Galvanic Iteration",5,75.6
"29","Silence",5,75
"30","Return to Nature",1,75
"31","Graveyard Trespasser",1,75
"32","Knight of Dusk's Shadow",1,75
"33","Leyline of the Void",3,73.9
"34","Abrupt Decay",8,73.8
"35","Invoke Despair",9,73.5
"36","Sheoldred, the Apocalypse",3,73.1
"37","Misery's Shadow",3,73.1
"38","Voracious Hydra",6,72.9
"39","Sphinx of the Final Word",10,72.7
"40","Binding the Old Gods",3,72.7
"41","Treasure Cruise",3,72.7
"42","Tear Asunder",24,72.4
"43","Korvold, Fae-Cursed King",4,72.4
"44","Zacama, Primal Calamity",27,71.8
"45","Approach of the Second Sun",27,71.8
"46","Thought Distortion",23,71.8
"47","Scavenging Ooze",5,71.8
"48","Shadowspear",4,71.4
"49","Ugin, the Spirit Dragon",3,71.4
"50","Cindervines",2,71.4
