"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Devotion Walkers - Rakdos Midrange - Simic Lotus Strings - Azorius Control,Abzan Grease Fang - Izzet Creativity - Simic Lotus Strings,Simic Lotus Strings - Devotion Walkers - Rakdos Midrange,Simic Lotus Strings - Devotion Walkers - Rakdos Midrange,Simic Lotus Strings - Devotion Walkers - Rakdos Midrange
"Tiers 1.5",Selesnya Angels - Mono White Humans - Gruul Stompy,Mono Black Midrange - Azorius Spirits - Devotion Walkers,Azorius Control - Mono White Humans - Mono Black Midrange,Azorius Control - Abzan Grease Fang - Mono White Humans,Azorius Control - Abzan Grease Fang - Mono White Humans
"Tiers 2",Rakdos Sacrifice - Phoenix - Mono Black Midrange - Azorius Spirits,Rakdos Midrange - Mono White Humans - Azorius Control - Rakdos Sacrifice - Phoenix,Abzan Grease Fang - Izzet Creativity - Gruul Stompy - Selesnya Angels - Azorius Spirits - Rakdos Sacrifice,Izzet Creativity - Mono Black Midrange - Azorius Spirits - Gruul Stompy - Selesnya Angels - Rakdos Sacrifice,Izzet Creativity - Mono Black Midrange - Azorius Spirits - Gruul Stompy - Selesnya Angels - Rakdos Sacrifice
"Tiers 2.5",Izzet Creativity - Enigmatic Incarnation - Abzan Grease Fang,Enigmatic Incarnation - Gruul Stompy - Selesnya Angels,Phoenix - Enigmatic Incarnation,Phoenix - Enigmatic Incarnation,Phoenix - Enigmatic Incarnation
