"","CardNames","DeckCount","Winrate95Min"
"1","Scalding Tarn",48,60.8
"2","Expressive Iteration",32,60.1
"3","Volcanic Island",43,59.9
"4","Murktide Regent",28,59.5
"5","Ponder",53,59.5
"6","Brainstorm",54,59.4
"7","Polluted Delta",41,59.2
"8","Flooded Strand",48,59.2
"9","Mountain",11,59
"10","Misty Rainforest",56,58.9
"11","Pyroblast",5,58.8
"12","Ulamog, the Ceaseless Hunger",6,58.8
"13","Cloudpost",6,58.8
"14","Eye of Ugin",6,58.8
"15","Glimmerpost",6,58.8
"16","Vesuva",6,58.8
"17","Prismatic Ending",26,58.8
"18","Swords to Plowshares",28,58.8
"19","Force of Will",56,58.8
"20","Wasteland",46,58.7
"21","Ragavan, Nimble Pilferer",27,58.6
"22","Tundra",27,58.3
"23","Lightning Bolt",19,58.2
"24","Retrofitter Foundry",18,58.1
"25","Snow-Covered Mountain",13,58
"26","Yavimaya, Cradle of Growth",18,58
"27","Daze",36,57.9
"28","Karakas",41,57.9
"29","Endbringer",3,57.8
"30","Matter Reshaper",3,57.8
"31","Reality Smasher",3,57.8
"32","Thought-Knot Seer",3,57.8
"33","All Is Dust",3,57.8
"34","Warping Wail",3,57.8
"35","Eldrazi Temple",3,57.8
"36","Sylvan Library",12,57.6
"37","Endurance",17,57.4
"38","Elvish Reclaimer",13,57.3
"39","Grim Monolith",6,57.2
"40","Tropical Island",16,57.2
"41","City of Traitors",19,57.2
"42","Force of Negation",23,57.2
"43","Ancient Tomb",25,56.9
"44","Urza's Saga",31,56.9
"45","Karn, the Great Creator",9,56.6
"46","Relic of Progenitus",4,56.5
"47","Dragon's Rage Channeler",23,56.3
"48","Plains",12,56
"49","Snow-Covered Island",25,56
"50","Bonecrusher Giant",5,55.9
