"","SetCode","NoCopies","Winrate"
"1","MH2",773,0.656
"2","LEA",746,0.65
"3","ICE",479,0.646
"4","ZEN",384,0.644
"5","TMP",372,0.645
"6","ONS",323,0.641
"7","MH1",292,0.638
"8","LRW",269,0.642
"9","ALL",241,0.64
"10","USG",200,0.612
"11","MRD",157,0.646
"12","NEM",150,0.648
"13","LEB",139,0.658
"14","ULG",136,0.643
"15","NPH",136,0.643
"16","ELD",131,0.656
"17","STX",115,0.67
"18","LEG",113,0.647
"19","FUT",105,0.616
"20","M20",100,0.663
"21","CSP",87,0.633
"22","WWK",85,0.658
"23","EXO",82,0.634
"24","ZNR",78,0.612
"25","AVR",76,0.622
"26","WAR",74,0.627
"27","GPT",71,0.629
"28","DKA",70,0.638
"29","SOM",69,0.698
"30","MBS",68,0.634
"31","ALA",65,0.65
"32","PLC",63,0.686
"33","THB",63,0.634
"34","OGW",61,0.782
"35","ROE",58,0.662
"36","DRK",58,0.672
"37","DST",57,0.655
"38","STH",53,0.662
"39","GTC",52,0.634
"40","TSP",51,0.689
"41","WTH",51,0.651
"42","ISD",49,0.646
"43","HOU",47,0.648
"44","RAV",45,0.593
"45","M11",45,0.59
"46","SOK",45,0.632
"47","MMQ",41,0.604
"48","RTR",41,0.641
"49","MIR",39,0.642
"50","SCG",37,0.642
"51","AER",35,0.684
"52","CON",34,0.632
"53","VIS",34,0.587
"54","CHK",33,0.596
"55","5DN",29,0.589
"56","C18",28,0.674
"57","JUD",28,0.658
"58","CN2",28,0.602
"59","AFR",27,0.667
"60","GRN",26,0.657
"61","CMD",26,0.614
"62","JMP",24,0.59
"63","MOR",23,0.592
"64","PLS",22,0.662
"65","PC2",22,0.61
"66","ODY",20,0.66
"67","MID",19,0.6
"68","EVE",19,0.611
"69","M19",19,0.648
"70","M15",18,0.647
"71","SHM",18,0.674
"72","TOR",16,0.65
"73","IKO",15,0.62
"74","M13",15,0.585
"75","C13",15,0.679
"76","CMR",13,0.582
"77","C20",12,0.727
"78","BNG",11,0.686
"79","APC",10,0.667
"80","BFZ",9,0.75
"81","POR",9,0.63
"82","AKH",9,0.647
"83","XLN",9,0.73
"84","ARB",8,0.733
"85","DIS",8,0.551
"86","BBD",8,0.594
"87","FRF",8,0.609
"88","KLD",7,0.64
"89","M10",7,0.615
"90","C19",6,0.591
"91","EMN",6,0.6
"92","ATQ",6,0.611
"93","CNS",5,0.657
"94","PTK",4,0.667
"95","HML",4,0.5
"96","FEM",4,0.5
"97","KHM",4,0.5
"98","BOK",3,0.636
"99","ORI",2,0.714
"100","KTK",2,0.571
"101","DOM",2,0.538
"102","M12",1,0.5
