"","SetName","Winrate","Presence"
"1","CON",NA,0
"2","NPH",NA,0
"3","SOK",NA,0
"4","5DN",NA,0
"5","IKO",NA,0
"6","ALA",NA,0
"7","OGW",NA,0
"8","ALL",NA,0
"9","LRW",NA,0
"10","DRK",NA,0
"11","XLN",NA,0
"12","THB",NA,0
"13","M20",NA,0
"14","DOM",NA,0
"15","ROE",NA,0
"16","ZEN",NA,0
"17","SOM",NA,0
"18","M15",NA,0
"19","HOU",NA,0
"20","THS",NA,0
"21","AER",NA,0
"22","ZNR",NA,0
"23","MBS",NA,0
"24","STH",NA,0
"25","JOU",NA,0
"26","GPT",NA,0
"27","ELD",NA,0
"28","KLD",NA,0
"29","WWK",NA,0
"30","DKA",NA,0
"31","DIS",NA,0
"32","WTH",NA,0
"33","M11",NA,0
"34","RTR",NA,0
"35","FUT",NA,0
"36","STX",NA,0
"37","TSP",NA,0
"38","WAR",NA,0
"39","M19",NA,0
"40","SOI",NA,0
"41","AVR",NA,0
"42","EMN",NA,0
"43","DST",NA,0
"44","M12",NA,0
"45","MH1",NA,0
"46","GRN",NA,0
"47","BFZ",NA,0
"48","M21",NA,0
"49","RAV",NA,0
"50","MOR",NA,0
"51","CMD",NA,0
"52","SHM",NA,0
"53","GTC",NA,0
"54","ULG",NA,0
"55","DGM",NA,0
"56","TMP",NA,0
"57","BNG",NA,0
"58","KHM",NA,0
"59","ISD",NA,0
"60","DTK",NA,0
"61","PLC",NA,0
"62","LEA",NA,0
"63","ARB",NA,0
"64","POR",NA,0
"65","FRF",NA,0
"66","KTK",NA,0
"67","MRD",NA,0
"68","ORI",NA,0
"69","NEM",NA,0
"70","M13",NA,0
"71","RNA",NA,0
"72","M14",NA,0
"73","PLS",NA,0
"74","ICE",NA,0
