"","CardNames","DeckCount","Winrate95Min"
"1","Mountain",84,67.5
"2","Windswept Heath",52,67.4
"3","Bonecrusher Giant",16,67
"4","Seasoned Pyromancer",18,67
"5","Lightning Bolt",90,67
"6","Blood Moon",17,66.7
"7","Wooded Foothills",89,66.5
"8","Mishra's Bauble",38,66.1
"9","Stomping Ground",46,66.1
"10","Forest",70,65.7
"11","Monastery Swiftspear",45,65.6
"12","Plains",47,65.6
"13","Steam Vents",48,65.5
"14","Arid Mesa",35,65.4
"15","Misty Rainforest",38,65.4
"16","Breeding Pool",29,65.3
"17","Soul-Scar Mage",36,65.3
"18","Lava Dart",38,65.3
"19","Temple Garden",37,65.3
"20","Sacred Foundry",48,65.2
"21","Bloodstained Mire",58,65.2
"22","Verdant Catacombs",44,65
"23","Stoneforge Mystic",10,64.9
"24","Bojuka Bog",16,64.6
"25","Utopia Sprawl",27,64.6
"26","Firebolt",8,64.5
"27","Dryad of the Ilysian Grove",22,64.3
"28","Valakut, the Molten Pinnacle",22,64.3
"29","Flame Slash",12,64.2
"30","Scalding Tarn",31,64.1
"31","Island",38,64.1
"32","Light Up the Stage",25,64
"33","Arbor Elf",23,63.9
"34","Wrenn and Six",20,63.8
"35","Mutagenic Growth",26,63.7
"36","Overgrown Tomb",31,63.5
"37","Giver of Runes",9,63.4
"38","Raugrin Triome",19,63.4
"39","Godless Shrine",16,63.3
"40","Teferi, Time Raveler",21,63.3
"41","Ketria Triome",21,63.3
"42","Blast Zone",28,63.3
"43","Elvish Reclaimer",10,63.1
"44","Flagstones of Trokair",10,63.1
"45","Cavern of Souls",29,63
"46","Prismatic Vista",19,62.9
"47","Skyclave Apparition",21,62.9
"48","Blood Crypt",29,62.9
"49","Manamorphose",30,62.9
"50","Omnath, Locus of Creation",15,62.7
