"","CardNames","DeckCount","Winrate95Min"
"1","Path to Exile",49,65.7
"2","Batterskull",4,65.5
"3","Pithing Needle",28,65.4
"4","Engineered Explosives",25,65.3
"5","Lurrus of the Dream-Den",43,65.2
"6","Relic of Progenitus",48,65.2
"7","Kozilek's Return",32,65.1
"8","Pillage",8,64.5
"9","Obosh, the Preypiercer",8,64.5
"10","Thoughtseize",20,64.3
"11","Tormod's Crypt",35,64.3
"12","Burrenton Forge-Tender",18,64.2
"13","Auriok Champion",21,64.2
"14","Rampaging Ferocidon",9,64
"15","Soul-Guide Lantern",28,64
"16","Veil of Summer",53,64
"17","Aether Gust",34,63.1
"18","Damping Sphere",33,63.1
"19","Flame Slash",9,63
"20","Spell Pierce",19,62.9
"21","Liquimetal Coating",27,62.8
"22","Reclamation Sage",16,62.7
"23","Abrade",25,62.7
"24","Anger of the Gods",16,62.4
"25","Fatal Push",10,62.3
"26","Cleansing Wildfire",25,62.2
"27","Leonin Relic-Warder",2,62.1
"28","Ensnaring Bridge",26,61.9
"29","Wurmcoil Engine",21,61.8
"30","Deicide",18,61.4
"31","Leyline of the Void",9,60.9
"32","Mystical Dispute",24,60.6
"33","Skysovereign, Consul Flagship",16,60.1
"34","Madcap Experiment",9,59.9
"35","Platinum Emperion",9,59.9
"36","Kor Firewalker",20,59.9
"37","Grafdigger's Cage",26,59.8
"38","Deafening Silence",5,59.7
"39","Ghost Quarter",6,59.7
"40","Gaea's Blessing",10,59.6
"41","Leyline of Sanctity",8,59.2
"42","Celestial Purge",13,59.1
"43","Walking Ballista",20,59.1
"44","Abrupt Decay",6,58.9
"45","Mystic Repeal",5,58.8
"46","Pact of Negation",9,58.8
"47","Vanishing Verse",11,58.8
"48","Rip Apart",11,58.8
"49","Ancient Grudge",10,58.7
"50","Blast Zone",10,58.7
