"","CardNames","DeckCount","WinrateAverage"
"1","Veil of Summer",53,68.8
"2","Path to Exile",49,70.6
"3","Relic of Progenitus",48,70.2
"4","Lurrus of the Dream-Den",43,70.5
"5","Tormod's Crypt",35,70.2
"6","Aether Gust",34,69.1
"7","Damping Sphere",33,69.1
"8","Kozilek's Return",32,71.2
"9","Pithing Needle",28,71.9
"10","Soul-Guide Lantern",28,70.7
"11","Liquimetal Coating",27,69.7
"12","Ensnaring Bridge",26,68.9
"13","Grafdigger's Cage",26,67
"14","Cleansing Wildfire",25,69.3
"15","Engineered Explosives",25,72.2
"16","Abrade",25,69.9
"17","Mystical Dispute",24,68
"18","Wurmcoil Engine",21,69.6
"19","Auriok Champion",21,71.7
"20","Walking Ballista",20,67.3
"21","Thoughtseize",20,72.1
"22","Kor Firewalker",20,68
"23","Spell Pierce",19,71.1
"24","Sorcerous Spyglass",18,66.7
"25","Deicide",18,69.8
"26","Burrenton Forge-Tender",18,72.3
"27","Sundering Titan",17,66.4
"28","Reclamation Sage",16,71.4
"29","Skysovereign, Consul Flagship",16,69.2
"30","Anger of the Gods",16,71.1
"31","Spatial Contortion",14,67.3
"32","Dispel",14,68
"33","Celestial Purge",13,68.9
"34","Surgical Extraction",13,68
"35","Nature's Claim",12,68.1
"36","Plague Engineer",12,67.7
"37","Rest in Peace",12,69.2
"38","Kozilek, Butcher of Truth",12,64.8
"39","Kaya's Guile",11,67.1
"40","Vanishing Verse",11,69.9
"41","Rip Apart",11,69.9
"42","Obstinate Baloth",11,67.1
"43","Bedlam Reveler",11,69.1
"44","Force of Vigor",11,67.1
"45","Ancient Grudge",10,70
"46","Blast Zone",10,70
"47","Lightning Axe",10,70
"48","Timely Reinforcements",10,68.8
"49","Fatal Push",10,73.4
"50","Assassin's Trophy",10,68
