"","SetCode","NoCopies","Winrate"
"1","MH2",5415,0.74
"2","MH1",2624,0.741
"3","ZEN",2528,0.739
"4","LEA",2196,0.739
"5","ONS",1636,0.738
"6","NEO",1157,0.74
"7","ELD",1078,0.744
"8","WAR",808,0.734
"9","KLD",788,0.745
"10","GPT",784,0.739
"11","RAV",751,0.731
"12","STX",708,0.743
"13","WWK",707,0.729
"14","DIS",659,0.74
"15","ICE",598,0.744
"16","M20",587,0.743
"17","FUT",560,0.738
"18","ZNR",540,0.745
"19","MID",503,0.752
"20","ARB",498,0.747
"21","TSP",495,0.734
"22","LRW",489,0.737
"23","SOM",434,0.725
"24","CSP",430,0.742
"25","5DN",425,0.736
"26","AVR",401,0.73
"27","IKO",360,0.743
"28","ALA",351,0.738
"29","NPH",348,0.724
"30","THB",332,0.725
"31","ATQ",330,0.729
"32","PC2",312,0.748
"33","M11",302,0.732
"34","MRD",297,0.729
"35","EMN",285,0.737
"36","DRK",267,0.744
"37","PLS",253,0.725
"38","M21",243,0.742
"39","ROE",221,0.724
"40","AER",219,0.727
"41","DKA",210,0.751
"42","PLC",209,0.746
"43","APC",209,0.738
"44","AKH",180,0.749
"45","AFR",178,0.728
"46","RTR",168,0.742
"47","KTK",165,0.716
"48","CHK",165,0.719
"49","SHM",162,0.72
"50","HOU",161,0.756
"51","RNA",154,0.716
"52","JOU",145,0.726
"53","CON",145,0.725
"54","GTC",141,0.717
"55","ISD",137,0.756
"56","SOI",137,0.717
"57","MBS",133,0.737
"58","CMD",133,0.749
"59","DST",131,0.728
"60","DOM",115,0.749
"61","OGW",106,0.732
"62","SOK",101,0.726
"63","M19",97,0.727
"64","GRN",82,0.757
"65","INV",78,0.728
"66","XLN",76,0.715
"67","MIR",73,0.755
"68","VOW",72,0.724
"69","STH",66,0.723
"70","DTK",64,0.705
"71","BFZ",63,0.722
"72","ARN",60,0.735
"73","WTH",60,0.735
"74","EVE",56,0.725
"75","DGM",56,0.7
"76","FRF",32,0.708
"77","MOR",32,0.74
"78","M13",30,0.684
"79","ORI",25,0.663
"80","P02",24,0.719
"81","M15",20,0.705
"82","JUD",20,0.696
"83","TOR",18,0.667
"84","TMP",17,0.71
"85","RIX",16,0.793
"86","M12",15,0.694
"87","ULG",14,0.77
"88","KHM",13,0.706
"89","PTK",12,0.76
"90","THS",11,0.698
"91","C14",10,0.69
"92","M10",8,0.708
"93","ALL",4,0.714
"94","BNG",4,0.692
"95","LEG",3,0.731
"96","VIS",1,0.571
