"","CardNames","DeckCount","Winrate95Min"
"1","Mystical Dispute",184,72.5
"2","Force of Negation",49,71.8
"3","Magus of the Moon",97,71.5
"4","Endurance",160,71.5
"5","Relic of Progenitus",153,71.4
"6","Force of Vigor",174,71.4
"7","Dress Down",100,71.3
"8","Subtlety",68,71.2
"9","Fury",73,71
"10","Flusterstorm",72,71
"11","Blood Moon",90,70.8
"12","Engineered Explosives",155,70.6
"13","Spell Pierce",78,70.5
"14","Phyrexian Crusader",5,70.2
"15","Veil of Summer",94,70.2
"16","Chalice of the Void",78,70.1
"17","Jace, the Mind Sculptor",54,70
"18","Chandra, Awakened Inferno",22,69.9
"19","Aether Gust",44,69.7
"20","Leyline of Sanctity",51,69.7
"21","Boseiju, Who Endures",61,69.7
"22","Yorion, Sky Nomad",68,69.7
"23","Abrade",20,69.5
"24","Thoughtseize",38,69.5
"25","Dovin's Veto",35,69.4
"26","Foundation Breaker",44,69.2
"27","Sanctifier en-Vec",61,68.6
"28","Emrakul, the Promised End",52,68.3
"29","Obsidian Charmaw",19,68.2
"30","Supreme Verdict",32,68.2
"31","Pithing Needle",62,68.1
"32","Path to Exile",50,67.6
"33","Crime // Punishment",16,67.5
"34","Meddling Mage",41,67.5
"35","Teferi, Time Raveler",37,67.4
"36","Tormod's Crypt",23,67.1
"37","March of Otherworldly Light",40,67.1
"38","Necromentia",20,66.7
"39","Leyline of the Void",29,66.7
"40","Brazen Borrower",8,66.6
"41","Stony Silence",13,66.6
"42","Nature's Claim",22,66.6
"43","Void Mirror",15,66.5
"44","Blacksmith's Skill",12,66.4
"45","Torpor Orb",28,66.4
"46","Knight of Autumn",13,66.3
"47","Scavenging Ooze",14,66.3
"48","Outland Liberator",16,66.2
"49","Ashiok, Dream Render",16,66.2
"50","Alpine Moon",39,66.1
