"","SetCode","NoCopies","Winrate"
"1","MH2",5300,0.722
"2","ZEN",2142,0.726
"3","MH1",2009,0.722
"4","LEA",1947,0.723
"5","ONS",1569,0.721
"6","NEO",869,0.726
"7","ELD",812,0.731
"8","WAR",762,0.706
"9","GPT",697,0.724
"10","ZNR",653,0.709
"11","SNC",646,0.721
"12","RAV",643,0.717
"13","WWK",640,0.732
"14","M20",640,0.715
"15","KLD",597,0.731
"16","ICE",588,0.717
"17","DIS",578,0.715
"18","STX",573,0.733
"19","MRD",513,0.698
"20","FUT",500,0.721
"21","CSP",477,0.735
"22","AVR",464,0.722
"23","LRW",449,0.709
"24","SOM",437,0.697
"25","ATQ",430,0.718
"26","5DN",404,0.729
"27","NPH",378,0.718
"28","THB",363,0.713
"29","MID",359,0.737
"30","IKO",352,0.714
"31","TSP",341,0.729
"32","EMN",326,0.731
"33","PLS",314,0.711
"34","CMD",267,0.735
"35","AER",262,0.691
"36","ARB",245,0.735
"37","DKA",221,0.73
"38","ROE",220,0.699
"39","M11",214,0.736
"40","ALA",207,0.722
"41","DRK",191,0.734
"42","KTK",185,0.682
"43","AFR",182,0.695
"44","CHK",181,0.704
"45","RNA",179,0.721
"46","GTC",166,0.674
"47","SHM",161,0.701
"48","PC2",160,0.733
"49","DST",160,0.701
"50","RTR",143,0.723
"51","M21",139,0.734
"52","MBS",130,0.725
"53","PLC",129,0.718
"54","OGW",127,0.7
"55","SOK",122,0.711
"56","AKH",107,0.748
"57","APC",106,0.706
"58","JOU",105,0.685
"59","ISD",97,0.705
"60","STH",90,0.714
"61","MIR",88,0.727
"62","GRN",85,0.692
"63","HOU",83,0.754
"64","SOI",82,0.723
"65","M19",82,0.707
"66","CON",81,0.729
"67","DOM",80,0.694
"68","INV",80,0.734
"69","BFZ",63,0.725
"70","VOW",53,0.733
"71","EVE",52,0.722
"72","ULG",50,0.677
"73","MOR",42,0.737
"74","DTK",40,0.729
"75","DGM",36,0.71
"76","XLN",32,0.683
"77","FRF",31,0.727
"78","JUD",24,0.737
"79","C14",21,0.681
"80","KHM",20,0.711
"81","M15",18,0.775
"82","M10",18,0.685
"83","TOR",18,0.676
"84","ORI",18,0.64
"85","M13",17,0.731
"86","WTH",17,0.727
"87","M12",17,0.636
"88","ARN",15,0.722
"89","TMP",10,0.643
"90","P02",8,0.769
"91","BOK",6,0.846
"92","VIS",4,0.75
"93","RIX",4,0.571
"94","PTK",4,0.6
"95","USG",3,0.692
"96","THS",2,0.583
"97","NEM",2,0.6
"98","SCG",1,0.8
"99","LEG",1,0.571
