"","CardNames","DeckCount","Winrate95Min"
"1","March of Otherworldly Light",10,68.6
"2","Dismember",22,67.9
"3","Force of Negation",140,66.2
"4","Leyline of the Void",78,65.8
"5","Ephemerate",17,65.7
"6","Counterbalance",64,65.7
"7","Chalice of the Void",45,65.4
"8","Meltdown",97,65.4
"9","Walking Ballista",59,65.1
"10","Pyroblast",121,65.1
"11","Fury",45,65
"12","Faerie Macabre",70,65
"13","Empty-Shrine Kannushi",50,64.8
"14","Unchained Berserker",53,64.8
"15","Swords to Plowshares",54,64.7
"16","Grafdigger's Cage",58,64.7
"17","Surgical Extraction",126,64.5
"18","Containment Priest",74,64.3
"19","Hydroblast",122,64.3
"20","Loran of the Third Path",57,64
"21","Tendrils of Agony",10,63.8
"22","Peer into the Abyss",10,63.8
"23","Abrade",34,63.8
"24","Blood Moon",21,63.7
"25","Brazen Borrower",19,63.5
"26","Archon of Emeria",23,62.4
"27","Archon of Absolution",39,62.4
"28","Echo of Eons",9,62.2
"29","Prismatic Ending",24,62.2
"30","Aven Mindcensor",27,62.1
"31","Plague Engineer",45,61.9
"32","Pithing Needle",28,61.8
"33","Ethersworn Canonist",10,61.5
"34","Null Rod",15,61.4
"35","Cast Down",6,60.6
"36","Empty the Warrens",13,60.4
"37","True-Name Nemesis",21,60.4
"38","Carpet of Flowers",39,60.4
"39","Red Elemental Blast",51,60.2
"40","Brotherhood's End",26,59.9
"41","Flusterstorm",33,59.9
"42","Trinisphere",5,59.7
"43","Galvanic Relay",10,59.7
"44","Subtlety",12,59.6
"45","Back to Basics",3,59.5
"46","Terminus",20,59.4
"47","Crash",5,59.3
"48","Pulverize",5,59.3
"49","Tormod's Crypt",3,59.3
"50","Dress Down",22,59.3
