"","CardNames","DeckCount","WinrateAverage"
"1","Force of Negation",140,69.3
"2","Surgical Extraction",126,67.9
"3","Hydroblast",122,67.7
"4","Pyroblast",121,68.5
"5","Meltdown",97,69.2
"6","Leyline of the Void",78,70.1
"7","Containment Priest",74,68.8
"8","Faerie Macabre",70,69.7
"9","Counterbalance",64,70.5
"10","Walking Ballista",59,70
"11","Grafdigger's Cage",58,69.6
"12","Loran of the Third Path",57,69.2
"13","Swords to Plowshares",54,69.9
"14","Unchained Berserker",53,70.1
"15","Red Elemental Blast",51,65.7
"16","Empty-Shrine Kannushi",50,70.3
"17","Chalice of the Void",45,71.3
"18","Fury",45,70.6
"19","Plague Engineer",45,67.7
"20","Carpet of Flowers",39,66.4
"21","Archon of Absolution",39,68.8
"22","Blue Elemental Blast",36,64.7
"23","Abrade",34,70.6
"24","Flusterstorm",33,66.8
"25","Snuff Out",30,64.9
"26","Pithing Needle",28,69.1
"27","Thoughtseize",27,66.1
"28","Aven Mindcensor",27,69.8
"29","Brotherhood's End",26,67.4
"30","Magus of the Moon",25,66
"31","Prismatic Ending",24,70.4
"32","Endurance",23,66.5
"33","Archon of Emeria",23,71.6
"34","Unlicensed Hearse",23,66.4
"35","Dress Down",22,67.3
"36","Dismember",22,76.4
"37","Tourach, Dread Cantor",22,67.2
"38","True-Name Nemesis",21,68.9
"39","Blood Moon",21,72.1
"40","Terminus",20,67.9
"41","Mindbreak Trap",20,67.7
"42","Serenity",19,64.8
"43","Brazen Borrower",19,72.2
"44","Submerge",18,63.9
"45","Torpor Orb",17,65.3
"46","Ephemerate",17,75.8
"47","Dauthi Voidwalker",16,64
"48","Fatal Push",16,68.1
"49","Wear // Tear",15,64.9
"50","Null Rod",15,71.7
