"","CardNames","DeckCount","Winrate95Min"
"1","Plateau",26,70.2
"2","White Plume Adventurer",99,67.3
"3","Ancient Tomb",133,67.3
"4","Cavern of Souls",109,67.2
"5","Karakas",135,67.2
"6","Seasoned Dungeoneer",99,67.1
"7","Mishra's Bauble",91,67.1
"8","City of Traitors",123,67
"9","Chrome Mox",99,66.9
"10","Lotus Petal",164,66.9
"11","Eiganjo, Seat of the Empire",105,66.8
"12","Solitude",103,66.8
"13","Lion's Eye Diamond",22,66.3
"14","Emeria's Call",74,66.2
"15","Murktide Regent",99,66.1
"16","Archon of Emeria",54,66
"17","Palace Jailer",79,66
"18","Brazen Borrower",86,66
"19","Lightning Bolt",98,66
"20","Daze",126,66
"21","Orim's Chant",8,65.9
"22","Delver of Secrets",81,65.9
"23","Anointed Peacekeeper",28,65.8
"24","Elite Spellbinder",49,65.8
"25","Plains",102,65.8
"26","Volcanic Island",137,65.7
"27","Scalding Tarn",156,65.7
"28","Brainstorm",181,65.7
"29","Force of Will",181,65.7
"30","Dragon's Rage Channeler",78,65.6
"31","Island",130,65.6
"32","Flooded Strand",154,65.5
"33","Misty Rainforest",161,65.5
"34","Ponder",173,65.5
"35","Wasteland",139,65.4
"36","Once Upon a Time",48,65.3
"37","Pyroblast",76,65.3
"38","Touch the Spirit Realm",79,65.2
"39","Mystic Sanctuary",108,65.2
"40","Polluted Delta",159,65.1
"41","Mox Diamond",18,65
"42","Caves of Chaos Adventurer",18,65
"43","Steam Vents",59,65
"44","Expressive Iteration",108,65
"45","Swords to Plowshares",114,65
"46","Mox Opal",36,64.7
"47","Underground Sea",89,64.7
"48","Urza's Saga",46,64.2
"49","Unholy Heat",55,64.1
"50","Snow-Covered Plains",34,64
