"","SetCode","NoCopies","Winrate"
"1","LEA",2781,0.679
"2","MH2",2433,0.684
"3","TMP",1805,0.694
"4","ICE",1568,0.684
"5","ZEN",973,0.68
"6","LRW",951,0.676
"7","ONS",945,0.682
"8","CLB",942,0.706
"9","MRD",793,0.71
"10","ALL",759,0.685
"11","MH1",687,0.689
"12","AVR",628,0.683
"13","STX",614,0.695
"14","NEO",612,0.698
"15","ZNR",584,0.704
"16","ELD",571,0.698
"17","USG",515,0.677
"18","NEM",483,0.688
"19","EXO",454,0.701
"20","LEB",418,0.689
"21","CSP",389,0.707
"22","GPT",384,0.7
"23","ISD",376,0.686
"24","DKA",368,0.687
"25","NPH",368,0.681
"26","MMQ",326,0.676
"27","SHM",279,0.698
"28","AER",242,0.698
"29","FUT",240,0.681
"30","LEG",214,0.7
"31","THB",201,0.682
"32","BRO",188,0.689
"33","CN2",184,0.695
"34","M20",179,0.687
"35","WWK",175,0.671
"36","PC2",161,0.66
"37","BOK",158,0.692
"38","SOM",145,0.694
"39","DMU",139,0.696
"40","ULG",136,0.676
"41","STH",133,0.715
"42","C14",132,0.689
"43","TOR",114,0.693
"44","PLC",110,0.669
"45","WTH",107,0.681
"46","WAR",100,0.691
"47","ODY",97,0.631
"48","RAV",90,0.674
"49","DST",85,0.681
"50","JUD",79,0.703
"51","TSP",79,0.7
"52","SCG",79,0.705
"53","CMR",78,0.653
"54","MIR",77,0.74
"55","C13",73,0.668
"56","HOU",67,0.704
"57","CMD",64,0.668
"58","MBS",51,0.674
"59","M11",50,0.639
"60","RTR",49,0.656
"61","VIS",48,0.651
"62","ROE",48,0.647
"63","ALA",44,0.73
"64","SNC",44,0.673
"65","SOK",43,0.691
"66","EVE",43,0.651
"67","AFR",39,0.685
"68","ATQ",38,0.673
"69","IKO",35,0.635
"70","MOR",34,0.667
"71","M13",34,0.635
"72","C18",33,0.685
"73","JMP",33,0.661
"74","DRK",32,0.729
"75","CON",31,0.678
"76","GTC",31,0.643
"77","EMN",30,0.687
"78","PLS",28,0.719
"79","CHK",28,0.632
"80","POR",27,0.659
"81","DOM",23,0.712
"82","5DN",21,0.667
"83","M10",20,0.781
"84","MID",20,0.646
"85","BNG",20,0.655
"86","FEM",20,0.63
"87","GRN",19,0.689
"88","KHM",17,0.677
"89","VOW",15,0.69
"90","DIS",14,0.694
"91","M12",14,0.667
"92","C19",13,0.673
"93","CNS",13,0.661
"94","NEC",12,0.769
"95","AFC",12,0.741
"96","M19",10,0.727
"97","M14",8,0.698
"98","BFZ",7,0.588
"99","KTK",6,0.75
"100","XLN",6,0.636
"101","BBD",6,0.6
"102","JOU",5,0.727
"103","FRF",5,0.632
"104","RIX",5,0.5
"105","DTK",4,0.625
"106","M15",4,0.667
"107","SOI",4,0.571
"108","AKH",3,0.714
"109","INV",3,0.714
"110","PTK",2,0.889
"111","ORI",2,0.75
"112","THS",2,0.538
"113","RNA",2,0.5
"114","ARN",1,0.714
