"","CardNames","DeckCount","WinrateAverage"
"1","Cursed Totem",1,100
"2","Flame Slash",1,100
"3","Grindstone",1,88.9
"4","Karn, the Great Creator",1,88.9
"5","Portable Hole",1,88.9
"6","Twinshot Sniper",1,88.9
"7","Back to Basics",3,86.7
"8","March of Otherworldly Light",10,83.3
"9","Kappa Cannoneer",2,82.4
"10","Cast Down",6,80.8
"11","Crash",5,80
"12","Pulverize",5,80
"13","Tormod's Crypt",3,80
"14","Stubborn Denial",3,80
"15","White Plume Adventurer",2,80
"16","Energy Flux",2,80
"17","Smash to Dust",3,78.6
"18","Silence",3,78.3
"19","Cunning Sparkmage",1,77.8
"20","Massacre",1,77.8
"21","Chrome Mox",1,77.8
"22","Tendrils of Agony",10,77.4
"23","Peer into the Abyss",10,77.4
"24","Echo of Eons",9,77.3
"25","Dismember",22,76.4
"26","Ephemerate",17,75.8
"27","Trinisphere",5,75.6
"28","Blessed Alliance",6,75
"29","Gingerbrute",2,75
"30","Kozilek's Return",2,75
"31","Sarevok's Tome",2,75
"32","Xantid Swarm",2,75
"33","Foundation Breaker",2,75
"34","Firestorm",1,75
"35","Ancient Grudge",1,75
"36","Shriekmaw",1,75
"37","Ledger Shredder",1,75
"38","Sevinne's Reclamation",1,75
"39","Murktide Regent",1,75
"40","Radiant Solar",1,75
"41","Hall of Gemstone",1,75
"42","Outland Liberator",1,75
"43","Wicked Wolf",1,75
"44","Run Afoul",1,75
"45","Mire in Misery",1,75
"46","Brittle Effigy",1,75
"47","Doomsday",1,75
"48","Cavern of Souls",1,75
"49","Teferi, Time Raveler",1,75
"50","Rending Volley",1,75
