"","Artist","NoCopies","Winrate"
"1","Rob Alexander",2521,0.726
"2","Anastasia Ovchinnikova",1263,0.732
"3","Christopher Rush",1066,0.73
"4","Mark Poole",958,0.723
"5","Chippy",717,0.732
"6","Adam Paquette",664,0.735
"7","Simon Dominic",607,0.73
"8","Kari Christensen",582,0.735
"9","Vance Kovacs",564,0.734
"10","Philip Straub",544,0.733
"11","Alayna Danner",535,0.726
"12","Shelly Wan",509,0.727
"13","Mila Pesic",508,0.736
"14","Eric Deschamps",488,0.73
"15","Jason Chan",449,0.732
"16","Zezhou Chen",399,0.736
"17","John Stanko",382,0.716
"18","John Avon",375,0.727
"19","Ekaterina Burmak",373,0.73
"20","Ron Spears",364,0.735
"21","Titus Lunter",363,0.731
"22","Erica Yang",360,0.734
"23","Vincent Proce",354,0.729
"24","Aleksi Briclot",353,0.73
"25","Lucas Graciano",351,0.734
"26","Ryan Pancoast",341,0.726
"27","Yeong-Hao Han",339,0.73
"28","Randy Vargas",327,0.735
"29","Cyril Van Der Haegen",315,0.725
"30","Mark Zug",310,0.723
"31","Iain McCaig",297,0.729
"32","Anson Maddocks",283,0.734
"33","Franz Vohwinkel",282,0.728
"34","Chris Rallis",277,0.7
"35","Howard Lyon",275,0.726
"36","Chris Ostrowski",273,0.728
"37","Chris Seaman",268,0.729
"38","Lake Hurwitz",241,0.723
"39","Izzy",237,0.709
"40","Svetlin Velinov",237,0.721
"41","Chase Stone",228,0.732
"42","Anthony S. Waters",215,0.716
"43","Raymond Swanland",210,0.728
"44","Cliff Childs",208,0.731
"45","Chris Rahn",201,0.725
"46","Martina Fackova",199,0.726
"47","Evan Shipard",195,0.703
"48","Greg Staples",193,0.73
"49","Raoul Vitale",187,0.733
"50","Pete Venters",186,0.725
"51","Mike Bierek",180,0.731
"52","Jesper Myrfors",172,0.711
"53","Nils Hamm",172,0.724
"54","James Paick",171,0.728
"55","Jason Rainville",170,0.726
"56","Mark Tedin",170,0.727
"57","Tom Wänerstrand",169,0.736
"58","Christine Choi",168,0.726
"59","Warren Mahy",164,0.751
"60","Dmitry Burmak",163,0.72
"61","Jonas De Ro",159,0.718
"62","Jung Park",158,0.712
"63","Greg Hildebrandt",150,0.736
"64","Seb McKinnon",150,0.735
"65","Richard Whitters",148,0.731
"66","Yongjae Choi",148,0.73
"67","Terese Nielsen",147,0.724
"68","Sam Burley",146,0.72
"69","Kieran Yanner",145,0.724
"70","Nicholas Gregory",145,0.731
"71","Paul Scott Canavan",143,0.697
"72","Johannes Voss",142,0.729
"73","Joseph Meehan",142,0.724
"74","Richard Wright",139,0.738
"75","Kev Walker",139,0.738
"76","Amy Weber",138,0.725
"77","Matt Stewart",138,0.731
"78","Douglas Shuler",135,0.739
"79","Campbell White",134,0.746
"80","Craig J Spearing",131,0.736
"81","Steven Belledin",130,0.726
"82","Todd Lockwood",118,0.739
