"","SetCode","NoCopies","Winrate"
"1","MH2",5194,0.729
"2","ZEN",2117,0.729
"3","LEA",2112,0.727
"4","MH1",1722,0.729
"5","ONS",1403,0.725
"6","ELD",901,0.733
"7","NEO",842,0.726
"8","SNC",818,0.729
"9","WWK",777,0.735
"10","GPT",722,0.729
"11","KLD",717,0.732
"12","STX",665,0.735
"13","CSP",603,0.733
"14","DIS",544,0.726
"15","M20",517,0.725
"16","ICE",508,0.733
"17","FUT",508,0.736
"18","WAR",489,0.702
"19","RAV",475,0.729
"20","MID",474,0.731
"21","ZNR",464,0.735
"22","5DN",462,0.737
"23","LRW",456,0.72
"24","NPH",359,0.721
"25","CMD",354,0.732
"26","MRD",336,0.718
"27","ATQ",332,0.718
"28","SOM",324,0.716
"29","AVR",306,0.739
"30","EMN",305,0.723
"31","THB",301,0.72
"32","AER",293,0.731
"33","ARB",271,0.727
"34","IKO",264,0.718
"35","DKA",252,0.732
"36","TSP",240,0.736
"37","M11",233,0.736
"38","RNA",200,0.739
"39","AFR",186,0.707
"40","M21",181,0.731
"41","DRK",179,0.732
"42","CHK",176,0.745
"43","SHM",155,0.72
"44","ROE",153,0.714
"45","PLS",152,0.73
"46","PC2",144,0.735
"47","DST",144,0.732
"48","RTR",139,0.707
"49","MBS",134,0.727
"50","GTC",134,0.747
"51","KTK",130,0.745
"52","HOU",128,0.72
"53","CON",126,0.74
"54","PLC",108,0.732
"55","AKH",107,0.719
"56","ALA",106,0.724
"57","OGW",103,0.729
"58","MIR",102,0.738
"59","SOK",101,0.723
"60","ISD",85,0.719
"61","JOU",83,0.75
"62","SOI",82,0.736
"63","STH",80,0.73
"64","DOM",77,0.709
"65","MOR",65,0.72
"66","DTK",62,0.724
"67","APC",59,0.696
"68","XLN",58,0.742
"69","EVE",50,0.73
"70","INV",49,0.69
"71","VOW",44,0.732
"72","BFZ",40,0.695
"73","GRN",33,0.725
"74","M12",30,0.714
"75","THS",30,0.768
"76","DGM",24,0.702
"77","M10",22,0.667
"78","FRF",20,0.701
"79","ULG",15,0.735
"80","M13",14,0.667
"81","JUD",13,0.692
"82","ORI",11,0.718
"83","M15",10,0.737
"84","KHM",10,0.65
"85","TMP",8,0.735
"86","WTH",7,0.667
"87","PTK",6,0.857
"88","C14",6,0.744
"89","TOR",4,0.714
"90","VIS",4,0.571
"91","M14",3,0.571
"92","LEG",1,0.8
