"","SetCode","NoCopies","Winrate"
"1","LEA",3976,0.659
"2","ICE",1914,0.668
"3","MRD",1231,0.671
"4","JUD",595,0.663
"5","NPH",594,0.653
"6","NEO",572,0.659
"7","MH2",559,0.671
"8","SOM",516,0.661
"9","MH1",500,0.669
"10","VOW",467,0.674
"11","LRW",458,0.651
"12","CLB",451,0.666
"13","ROE",404,0.66
"14","KTK",394,0.662
"15","M11",378,0.66
"16","MID",334,0.663
"17","KHM",329,0.666
"18","SHM",312,0.66
"19","ZEN",302,0.653
"20","DKA",293,0.653
"21","IKO",291,0.655
"22","FRF",285,0.671
"23","RTR",284,0.672
"24","DIS",275,0.65
"25","C16",273,0.662
"26","TSP",268,0.665
"27","SOI",264,0.662
"28","AFR",262,0.67
"29","BOK",262,0.661
"30","MBS",250,0.677
"31","TOR",248,0.661
"32","USG",246,0.662
"33","ALL",244,0.677
"34","ULG",222,0.637
"35","M13",220,0.676
"36","HOU",215,0.671
"37","MMQ",191,0.656
"38","WWK",187,0.669
"39","AKH",184,0.636
"40","DRK",176,0.659
"41","ISD",173,0.647
"42","XLN",164,0.673
"43","CSP",152,0.69
"44","THB",151,0.663
"45","ALA",146,0.66
"46","INV",141,0.647
"47","RAV",133,0.666
"48","AER",123,0.685
"49","DOM",120,0.668
"50","GTC",111,0.673
"51","SNC",111,0.647
"52","CMR",110,0.664
"53","ORI",110,0.642
"54","GPT",104,0.657
"55","M12",102,0.644
"56","VIS",101,0.669
"57","STX",100,0.657
"58","DST",95,0.646
"59","AVR",93,0.654
"60","APC",91,0.662
"61","LEG",90,0.649
"62","ONS",85,0.643
"63","EVE",85,0.644
"64","CN2",68,0.656
"65","TMP",63,0.653
"66","FUT",56,0.647
"67","ELD",54,0.624
"68","CON",54,0.64
"69","ODY",52,0.695
"70","M10",52,0.627
"71","ZNR",50,0.634
"72","PLS",44,0.667
"73","M19",40,0.673
"74","ARN",39,0.686
"75","M15",37,0.648
"76","M21",33,0.672
"77","SCG",29,0.667
"78","MOR",28,0.652
"79","RNA",26,0.663
"80","M14",25,0.609
"81","P02",24,0.622
"82","ATQ",24,0.6
"83","WAR",22,0.693
"84","PLC",17,0.623
"85","FEM",15,0.538
"86","LGN",14,0.618
"87","NEM",12,0.714
"88","CHK",12,0.619
"89","BFZ",11,0.653
"90","THS",10,0.632
"91","WTH",9,0.727
"92","KLD",8,0.65
"93","EMN",8,0.643
"94","ARB",8,0.6
"95","PCY",7,0.733
"96","CNS",6,0.65
"97","OGW",5,0.667
"98","GRN",5,0.676
"99","JMP",4,0.571
"100","RIX",4,0.571
"101","EXO",4,0.5
"102","STH",3,0.684
"103","5DN",1,0.571
