"","SetCode","NoCopies","Winrate"
"1","MH2",4507,0.72
"2","LEA",2092,0.718
"3","MH1",2011,0.717
"4","ZEN",1888,0.722
"5","ONS",1485,0.724
"6","ELD",889,0.726
"7","5DN",727,0.721
"8","WWK",726,0.723
"9","WAR",718,0.717
"10","RAV",704,0.714
"11","ZNR",639,0.737
"12","STX",611,0.724
"13","IKO",595,0.728
"14","GPT",584,0.72
"15","LRW",581,0.724
"16","DIS",537,0.712
"17","KLD",521,0.718
"18","SOM",499,0.723
"19","CSP",405,0.734
"20","ICE",403,0.732
"21","THB",382,0.722
"22","NPH",382,0.722
"23","MID",382,0.715
"24","M20",376,0.724
"25","MRD",345,0.732
"26","FUT",326,0.717
"27","RTR",314,0.739
"28","EMN",290,0.724
"29","ATQ",260,0.721
"30","AVR",243,0.695
"31","CMD",234,0.714
"32","DRK",231,0.714
"33","ROE",216,0.717
"34","SHM",214,0.718
"35","TSP",207,0.703
"36","MBS",199,0.714
"37","DOM",185,0.732
"38","AFR",182,0.722
"39","ARB",181,0.704
"40","M11",177,0.712
"41","CON",171,0.732
"42","DKA",163,0.683
"43","CHK",159,0.716
"44","ALA",158,0.719
"45","AER",135,0.736
"46","KTK",123,0.711
"47","SOK",105,0.734
"48","ISD",104,0.71
"49","PC2",104,0.711
"50","APC",103,0.714
"51","PLS",100,0.753
"52","GTC",97,0.729
"53","DTK",92,0.752
"54","RNA",89,0.701
"55","M21",89,0.702
"56","DST",85,0.725
"57","M10",85,0.755
"58","PLC",84,0.711
"59","JOU",81,0.717
"60","AKH",75,0.694
"61","BFZ",70,0.729
"62","DGM",68,0.724
"63","OGW",67,0.695
"64","HOU",63,0.708
"65","XLN",61,0.717
"66","SOI",59,0.696
"67","GRN",55,0.772
"68","TMP",54,0.705
"69","MOR",53,0.745
"70","M12",47,0.75
"71","MIR",46,0.678
"72","NEM",44,0.734
"73","EVE",39,0.691
"74","KHM",36,0.716
"75","VOW",32,0.703
"76","INV",32,0.75
"77","WTH",29,0.716
"78","ARN",28,0.717
"79","M15",24,0.677
"80","JUD",23,0.7
"81","M13",20,0.759
"82","ORI",18,0.719
"83","STH",18,0.722
"84","THS",12,0.718
"85","ALL",9,0.571
"86","ODY",8,0.6
"87","RIX",7,0.739
"88","P02",6,0.667
"89","FRF",5,0.773
"90","BOK",5,0.652
"91","PTK",3,0.571
"92","LEG",1,0.714
