"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Heliod Combo - Izzet Prowess - Burn - Eldrazi Tron - Shadow Prowess - Azorius Control - Green Tron - Hammer Time - Dredge,Titan Shift - Mill - Gruul Midrange - BTL Scapeshift,Mill - Titan Shift - Gruul Midrange - BTL Scapeshift - Shadow Prowess,Mill - Shadow Prowess - Heliod Combo - Green Tron - Titan Shift - Eldrazi Tron - Gruul Midrange,Mill - Shadow Prowess - Heliod Combo - Green Tron - Titan Shift - Eldrazi Tron - Gruul Midrange
"Tiers 1.5",Jund Midrange - Amulet Titan - Stoneblade - Humans,Esper Control - Mono White Taxes - Slivers - Mardu Midrange - Shadow Prowess - Bogles - WURG Midrange - Living End - Green Tron - Infect,Green Tron - Mono White Taxes - Eldrazi Tron - Esper Control - Azorius Control - Bogles - Heliod Combo - Slivers - Izzet Prowess,BTL Scapeshift - Azorius Control - Izzet Prowess - Hammer Time - Dredge - Mono White Taxes - Jund Midrange - Burn - Bogles - Stoneblade,BTL Scapeshift - Azorius Control - Izzet Prowess - Hammer Time - Dredge - Mono White Taxes - Jund Midrange - Burn - Bogles - Stoneblade
"Tiers 2",WURG Control - Mill - Bogles - Mono White Taxes - Grixis Shadow - Spirits - Obosh Aggro - Living End - Titan Shift - Slivers - Gruul Midrange - BTL Scapeshift - Infect - Oops All Spells,Eldrazi Tron - WURG Control - Yawgmoth - Azorius Control - Oops All Spells - Stoneblade - Jund Midrange - Spirits - Heliod Combo - Dredge - Hammer Time - Izzet Prowess - Obosh Aggro - Amulet Titan,Dredge - Hammer Time - Living End - Jund Midrange - Stoneblade - WURG Control - Infect - WURG Midrange - Mardu Midrange - Amulet Titan - Spirits - Burn - Oops All Spells - Yawgmoth,Esper Control - Amulet Titan - WURG Control - Slivers - Living End - Infect - WURG Midrange - Spirits - Mardu Midrange,Esper Control - Amulet Titan - WURG Control - Slivers - Living End - Infect - WURG Midrange - Spirits - Mardu Midrange
"Tiers 2.5",Esper Control - WURG Midrange - Blue Scapeshift - Yawgmoth - Mardu Midrange,Burn - Grixis Shadow - Humans - Blue Scapeshift,Obosh Aggro - Humans - Grixis Shadow - Blue Scapeshift,Obosh Aggro - Oops All Spells - Humans - Yawgmoth - Grixis Shadow - Blue Scapeshift,Obosh Aggro - Oops All Spells - Humans - Yawgmoth - Grixis Shadow - Blue Scapeshift
