"","CardNames","DeckCount","WinrateAverage"
"1","Deafening Silence",1,88.9
"2","Ethersworn Canonist",1,88.9
"3","Rule of Law",2,85
"4","Spreading Seas",3,83.3
"5","Jace, Vryn's Prodigy",1,83.3
"6","Defense Grid",3,82.8
"7","On Thin Ice",5,82.2
"8","Narset, Parter of Veils",1,80
"9","Verdant Command",1,80
"10","Drown in the Loch",1,80
"11","Shadowspear",1,80
"12","Eidolon of Rhetoric",1,80
"13","Mulldrifter",1,80
"14","Slaughter Games",1,80
"15","Grist, the Hunger Tide",1,80
"16","Obstinate Baloth",1,80
"17","Vapor Snag",3,79.3
"18","Firespout",5,77.8
"19","By Force",3,77.8
"20","Dreadbore",2,77.8
"21","Invasive Surgery",1,77.8
"22","Forest",1,77.8
"23","Big Game Hunter",1,77.8
"24","Extirpate",1,77.8
"25","Sphere of Annihilation",1,77.8
"26","Angrath's Rampage",3,76.7
"27","Magmatic Sinkhole",3,76.7
"28","Entrancing Melody",2,76.5
"29","Seasoned Pyromancer",8,76.1
"30","Counterspell",11,76
"31","Threads of Disloyalty",4,75.8
"32","Wurmcoil Engine",6,75
"33","Crumble to Dust",6,75
"34","Nature's Claim",4,75
"35","Archmage's Charm",3,75
"36","Echoing Truth",3,75
"37","Reclamation Sage",2,75
"38","Abrupt Decay",1,75
"39","Break the Ice",1,75
"40","Dark Confidant",1,75
"41","Amulet of Safekeeping",1,75
"42","Batterbone",1,75
"43","Destiny Spinner",1,75
"44","Helix Pinnacle",1,75
"45","Blossoming Calm",1,75
"46","Lightning Helix",1,75
"47","Detention Sphere",1,75
"48","Disenchant",1,75
"49","Dress Down",1,75
"50","Burrenton Forge-Tender",8,74.7
