"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1857,0.715
"2","Christopher Rush",1022,0.723
"3","Anastasia Ovchinnikova",614,0.723
"4","Mark Poole",608,0.718
"5","Chippy",597,0.722
"6","Eric Deschamps",529,0.716
"7","Philip Straub",464,0.725
"8","Adam Paquette",435,0.72
"9","Martina Fackova",435,0.719
"10","John Stanko",413,0.715
"11","Simon Dominic",393,0.715
"12","Tomasz Jedruszek",372,0.711
"13","Mark Zug",350,0.702
"14","Aleksi Briclot",346,0.703
"15","Kari Christensen",329,0.715
"16","Titus Lunter",328,0.72
"17","Ron Spears",326,0.718
"18","Jesper Myrfors",324,0.707
"19","Svetlin Velinov",318,0.72
"20","Cyril Van Der Haegen",316,0.714
"21","Shelly Wan",312,0.718
"22","Yeong-Hao Han",290,0.723
"23","Jason Chan",281,0.728
"24","Douglas Shuler",271,0.716
"25","Izzy",268,0.711
"26","Seb McKinnon",267,0.722
"27","Paul Scott Canavan",254,0.731
"28","Howard Lyon",251,0.724
"29","Jonas De Ro",251,0.721
"30","Ryan Pancoast",245,0.714
"31","Mike Bierek",238,0.726
"32","Vance Kovacs",236,0.721
"33","Jung Park",225,0.736
"34","Cliff Childs",225,0.713
"35","Franz Vohwinkel",224,0.701
"36","Dave Kendall",220,0.71
"37","Raymond Swanland",215,0.714
"38","John Avon",215,0.706
"39","Alayna Danner",213,0.708
"40","Dmitry Burmak",209,0.732
"41","Lucas Graciano",208,0.726
"42","Daarken",202,0.709
"43","Michael C. Hayes",202,0.718
"44","Chase Stone",198,0.705
"45","Tom Wänerstrand",197,0.716
"46","Chris Rallis",193,0.724
"47","Pete Venters",191,0.716
"48","Steve Argyle",187,0.712
"49","Randy Vargas",186,0.715
"50","Anthony S. Waters",185,0.706
"51","Greg Hildebrandt",183,0.714
"52","Vincent Proce",180,0.707
"53","Christine Choi",180,0.705
"54","Amy Weber",179,0.738
"55","Richard Whitters",179,0.734
"56","David Rapoza",179,0.717
"57","Todd Lockwood",159,0.721
"58","Christopher Moeller",156,0.724
"59","Ben Thompson",155,0.731
"60","Sidharth Chaturvedi",152,0.709
"61","Richard Wright",140,0.721
"62","Terese Nielsen",140,0.709
"63","Greg Staples",133,0.701
"64","Jason Felix",128,0.722
"65","Dan Frazier",122,0.704
"66","Sam Burley",117,0.718
"67","Volkan Baǵa",117,0.709
"68","Kieran Yanner",117,0.703
"69","Mark Tedin",117,0.705
"70","Raoul Vitale",115,0.729
"71","Nicholas Gregory",114,0.695
"72","Chris Rahn",113,0.711
"73","Warren Mahy",113,0.69
"74","Slawomir Maniak",110,0.72
"75","Johannes Voss",109,0.709
"76","David Martin",106,0.746
"77","Matt Stewart",105,0.673
"78","Jason Rainville",105,0.708
"79","Martina Pilcerova",104,0.733
"80","Craig J Spearing",104,0.694
"81","James Paick",103,0.72
"82","Dan Scott",102,0.745
"83","Wayne England",101,0.708
"84","Darrell Riche",101,0.724
"85","rk post",99,0.709
"86","Michael Komarck",98,0.696
"87","Jeff Miracola",90,0.731
"88","Victor Adame Minguez",89,0.739
"89","Kev Walker",89,0.698
"90","Winona Nelson",87,0.704
"91","Lius Lasahido",86,0.723
"92","Adam Rex",84,0.721
"93","Evan Shipard",82,0.7
"94","Cynthia Sheppard",82,0.702
"95","Erica Yang",82,0.721
"96","Dimitar Marinski",80,0.699
"97","Anson Maddocks",79,0.702
"98","Scott Murphy",78,0.713
"99","Bastien L. Deharme",72,0.71
"100","Jean-Sébastien Rossbach",71,0.717
"101","DiTerlizzi",70,0.723
"102","Noah Bradley",69,0.72
"103","Daniel Ljunggren",67,0.714
"104","Steven Belledin",66,0.709
"105","Donato Giancola",65,0.686
"106","Alexander Forssberg",59,0.72
"107","Jesper Ejsing",58,0.669
"108","Johann Bodin",58,0.69
"109","Charles Urbach",57,0.706
"110","Deruchenko Alexander",56,0.72
"111","Heather Hudson",54,0.716
"112","Michael Sutfin",53,0.682
"113","Caroline Gariba",52,0.739
"114","Wisnu Tan",52,0.683
"115","Nils Hamm",52,0.694
"116","Joe Slucher",49,0.705
"117","Uriah Voth",48,0.714
"118","Jim Nelson",47,0.71
"119","Justin Murray",47,0.687
"120","Jana Schirmer & Johannes Voss",45,0.694
"121","Grzegorz Rutkowski",40,0.705
"122","Tomas Giorello",39,0.738
"123","Yongjae Choi",39,0.714
"124","Mitsuaki Sagiri",39,0.674
"125","Johan Grenier",37,0.725
"126","Nicholas Elias",36,0.742
"127","Livia Prima",36,0.694
"128","Rebecca Guay",35,0.655
"129","Zoltan Boros & Gabor Szikszai",34,0.688
"130","Steve Prescott",33,0.693
"131","Mark A. Nelson",31,0.723
"132","Tommy Arnold",31,0.718
"133","John Howe",31,0.672
"134","Matt Thompson",31,0.657
"135","G-host Lee",29,0.7
"136","Don Hazeltine",29,0.7
"137","Drew Tucker",29,0.719
"138","Fred Fields",28,0.706
"139","Lars Grant-West",28,0.716
"140","Willian Murai",28,0.647
"141","Magali Villeneuve",28,0.722
"142","Phil Foglio",27,0.72
"143","Thomas M. Baxa",27,0.692
"144","Jeremy Enecio",27,0.69
"145","Wayne Reynolds",26,0.67
"146","Pat Morrissey",26,0.654
"147","Randy Gallegos",26,0.694
"148","Igor Kieryluk",24,0.754
"149","Ilse Gort",24,0.729
"150","Khang Le",23,0.711
"151","John Matson",23,0.704
"152","Iris Compiet",23,0.648
"153","Richard Kane Ferguson",23,0.696
"154","Scott M. Fischer",23,0.706
"155","Filip Burburan",23,0.675
"156","Mark Brill",21,0.719
"157","Chris Ostrowski",20,0.682
"158","Mark Winters",20,0.773
"159","James Ryman",20,0.697
"160","Campbell White",19,0.66
"161","Brom",19,0.667
"162","Gabor Szikszai",18,0.729
"163","Zoltan Boros",18,0.579
"164","Caio Monteiro",17,0.741
"165","Carl Critchlow",17,0.767
"166","Brian Snõddy",17,0.696
"167","Ryan Yee",17,0.707
"168","Lie Setiawan",16,0.684
"169","Jaime Jones",15,0.722
"170","Piotr Dura",15,0.667
"171","Alex Horley-Orlandelli",15,0.659
"172","Luca Zontini",15,0.65
"173","Ron Spencer",15,0.642
"174","Omar Rayyan",14,0.667
"175","Jeremy Jarvis",14,0.683
"176","Jama Jurabaev",13,0.728
"177","Jokubas Uogintas",13,0.697
"178","Jim Murray",13,0.695
"179","Mathias Kollros",13,0.704
"180","Andreas Rocha",12,0.769
"181","Karl Kopinski",12,0.681
"182","Michael Bruinsma",12,0.667
"183","Daniel Gelon",12,0.565
"184","Mark Romanoski",12,0.565
"185","Austin Hsu",12,0.667
"186","Jakub Kasper",11,0.631
"187","Josu Hernaiz",11,0.68
"188","Kimonas Theodossiou",11,0.652
"189","Chuck Lukacs",11,0.735
"190","Sarah Finnigan",10,0.692
"191","Hugh Jamieson",10,0.697
"192","Zack Stella",9,0.718
"193","Dominick Domingo",9,0.708
"194","Aaron Miller",8,0.732
"195","Marta Nael",8,0.708
"196","Mike Dringenberg",8,0.738
"197","Doug Chaffee",8,0.565
"198","Heonhwa Choe",8,0.6
"199","Matt Cavotta",8,0.609
"200","Milivoj Ćeran",7,0.75
"201","Cristi Balanescu",7,0.682
"202","Peter Mohrbacher",6,0.736
"203","Min Yum",6,0.652
"204","Dany Orizio",6,0.667
"205","Bryon Wackwitz",5,0.767
"206","Tony Szczudlo",5,0.667
"207","Lindsey Look",5,0.733
"208","Ralph Horsley",5,0.722
"209","Ravenna Tran",5,0.667
"210","Eric Fortune",4,0.771
"211","Joseph Meehan",4,0.677
"212","Sam Wood",4,0.64
"213","Suzanne Helmigh",4,0.714
"214","Una Fricker",4,0.714
"215","Edward P. Beard, Jr.",4,0.625
"216","Brandon Kitkouski",4,0.625
"217","Melissa A. Benson",4,0.625
"218","E. M. Gist",4,0.625
"219","Wesley Burt",4,0.625
"220","Greg Hildebrandt & Tim Hildebrandt",4,0.625
"221","Mark Behm",4,0.73
"222","Pauline Voss",3,0.778
"223","Harold McNeill",3,0.778
"224","David Hudnut",3,0.75
"225","Bayard Wu",3,0.714
"226","Tyler Jacobson",2,0.778
"227","Anthony Francisco",2,0.778
"228","Chris Seaman",2,0.667
"229","Anthony Palumbo",2,0.625
"230","Bud Cook",2,0.625
"231","Andrew Mar",1,0.778
"232","Sung Choi",1,0.75
"233","Stanton Feng",1,0.7
"234","John Donahue",1,0.625
"235","Daren Bader",1,0.625
"236","Eytan Zana",1,0.625
"237","Sandra Everingham",1,0.625
"238","Hideaki Takamura",1,0.625
"239","Even Amundsen",1,0.625
"240","Clint Cearley",1,0.571
