"","CardNames","DeckCount","Winrate95Min"
"1","Seal of Cleansing",42,69.5
"2","Tormod's Crypt",53,69.5
"3","Pithing Needle",60,69.4
"4","Mystical Dispute",111,69.4
"5","Lurrus of the Dream-Den",109,69.1
"6","Blood Moon",62,68.9
"7","Engineered Explosives",133,68.8
"8","Abrade",59,68.5
"9","Force of Vigor",74,68.4
"10","Aether Gust",79,68.4
"11","Spell Pierce",43,68.2
"12","Sanctifier en-Vec",65,68.1
"13","Path to Exile",53,68
"14","On Thin Ice",5,67.9
"15","Endurance",52,67.9
"16","Chalice of the Void",99,67.9
"17","Anger of the Gods",27,67.8
"18","Flusterstorm",38,67.8
"19","Prismatic Ending",61,67.8
"20","Soul-Guide Lantern",61,67.7
"21","Kozilek's Return",39,67.1
"22","Foundation Breaker",44,66.9
"23","Alpine Moon",72,66.9
"24","Hurkyl's Recall",21,66.8
"25","Subtlety",35,66.8
"26","Force of Negation",44,66.8
"27","Relic of Progenitus",37,66.7
"28","Fragmentize",22,66.6
"29","Shattering Spree",48,66.6
"30","Void Mirror",47,66.5
"31","Nihil Spellbomb",44,66.4
"32","Counterspell",11,66.3
"33","Teferi, Time Raveler",17,65.6
"34","Spreading Seas",3,65.3
"35","Dispel",17,65.1
"36","Veil of Summer",46,65
"37","Fury",17,64.9
"38","Wear // Tear",29,64.7
"39","Seasoned Pyromancer",8,64.5
"40","Thoughtseize",41,64.4
"41","Defense Grid",3,64.2
"42","Unholy Heat",23,64
"43","Brazen Borrower",24,64
"44","Dismember",23,63.7
"45","Terminate",15,63.5
"46","Faerie Macabre",16,63.5
"47","Fatal Push",21,63.5
"48","Burrenton Forge-Tender",8,63.3
"49","Drannith Magistrate",27,63.3
"50","Pyrite Spellbomb",17,63.2
