"","CardNames","DeckCount","WinrateAverage"
"1","Soul-Guide Lantern",2,85.7
"2","Rest in Peace",2,85
"3","Swiftfoot Boots",4,80
"4","Behold the Multiverse",1,80
"5","Creeping Tar Pit",1,80
"6","Phyrexia's Core",1,80
"7","Flayer Husk",1,80
"8","Reclamation Sage",1,80
"9","Grim Lavamancer",1,80
"10","Nahiri, the Harbinger",2,78.9
"11","Sea Gate Restoration",4,77.8
"12","Essence Warden",2,77.8
"13","Geralf's Messenger",2,77.8
"14","Hapatra, Vizier of Poisons",2,77.8
"15","Strangleroot Geist",2,77.8
"16","Wall of Roots",2,77.8
"17","Yawgmoth, Thran Physician",2,77.8
"18","Young Wolf",2,77.8
"19","Zulaport Cutthroat",2,77.8
"20","Eldritch Evolution",2,77.8
"21","Chord of Calling",2,77.8
"22","Maelstrom Pulse",2,77.8
"23","Spreading Seas",1,77.8
"24","Archon of Cruelty",1,77.8
"25","Ashen Rider",1,77.8
"26","Priest of Fell Rites",1,77.8
"27","Serra's Emissary",1,77.8
"28","Collective Brutality",1,77.8
"29","Persist",1,77.8
"30","Unburial Rites",1,77.8
"31","Unmarked Grave",1,77.8
"32","Maddening Cacophony",1,77.8
"33","Darkness",1,77.8
"34","Into the Story",1,77.8
"35","Dead // Gone",9,77.4
"36","Arcbound Ravager",3,76.9
"37","Arcbound Worker",3,76.9
"38","Hangarback Walker",3,76.9
"39","Zabaz, the Glimmerwasp",3,76.9
"40","Animation Module",3,76.9
"41","The Ozolith",3,76.9
"42","Throne of Geth",3,76.9
"43","Hardened Scales",3,76.9
"44","Cragcrown Pathway",3,76.9
"45","Llanowar Reborn",3,76.9
"46","Power Depot",3,76.9
"47","Crashing Footfalls",21,76.8
"48","Pendelhaven",5,76.7
"49","Emrakul, the Promised End",2,76.5
"50","Mind Stone",2,76.5
