"","CardNames","DeckCount","WinrateAverage"
"1","Engineered Explosives",133,71.5
"2","Mystical Dispute",111,72.4
"3","Lurrus of the Dream-Den",109,72.1
"4","Chalice of the Void",99,71.1
"5","Aether Gust",79,71.9
"6","Force of Vigor",74,72.1
"7","Alpine Moon",72,70.7
"8","Sanctifier en-Vec",65,72.1
"9","Blood Moon",62,72.9
"10","Soul-Guide Lantern",61,71.7
"11","Prismatic Ending",61,71.9
"12","Pithing Needle",60,73.5
"13","Abrade",59,72.6
"14","Path to Exile",53,72.3
"15","Tormod's Crypt",53,73.9
"16","Endurance",52,72.4
"17","Shattering Spree",48,71.3
"18","Void Mirror",47,71.2
"19","Veil of Summer",46,69.9
"20","Nihil Spellbomb",44,71.3
"21","Force of Negation",44,71.6
"22","Foundation Breaker",44,71.9
"23","Spell Pierce",43,73
"24","Seal of Cleansing",42,74.3
"25","Thoughtseize",41,69.6
"26","Kozilek's Return",39,72.2
"27","Flusterstorm",38,72.9
"28","Relic of Progenitus",37,72
"29","Subtlety",35,72.3
"30","Wear // Tear",29,70.7
"31","Anger of the Gods",27,73.9
"32","Drannith Magistrate",27,69.9
"33","Brazen Borrower",24,70.7
"34","Dismember",23,70.8
"35","Unholy Heat",23,70.9
"36","Emrakul, the Aeons Torn",22,69.3
"37","Fragmentize",22,73.4
"38","Fatal Push",21,70.8
"39","Hurkyl's Recall",21,73.8
"40","Manriki-Gusari",19,68.6
"41","Ashiok, Dream Render",18,69.5
"42","Pyrite Spellbomb",17,71.1
"43","Dispel",17,73.1
"44","Teferi, Time Raveler",17,73.6
"45","Kataki, War's Wage",17,65.9
"46","Fury",17,73
"47","Kozilek, Butcher of Truth",16,66.4
"48","Faerie Macabre",16,71.7
"49","Rest in Peace",15,68.3
"50","Fracturing Gust",15,66.9
