"","CardNames","DeckCount","WinrateAverage"
"1","Dreadbore",1,100
"2","Palace Siege",1,100
"3","Dig Through Time",2,93.3
"4","Void Snare",2,93.3
"5","Obosh, the Preypiercer",2,87.5
"6","Fading Hope",1,85.7
"7","Curse of Shaken Faith",2,81.8
"8","Soul Shatter",4,80.6
"9","Raze the Effigy",2,80
"10","Miscast",1,80
"11","By Force",7,78.4
"12","Fight as One",4,78.3
"13","Mistcutter Hydra",4,78.3
"14","Leyline of Sanctity",9,77.6
"15","Wilt",7,77.6
"16","Languish",3,76.5
"17","Oni-Cult Anvil",9,76.1
"18","Treasure Vault",9,75.8
"19","Lagonna-Band Trailblazer",6,75.8
"20","Witch's Oven",11,75.6
"21","Bloodchief's Thirst",5,75
"22","Entrancing Melody",4,75
"23","Wear // Tear",3,75
"24","Pack Rat",2,75
"25","Irencrag Pyromancer",2,75
"26","Arasta of the Endless Web",2,75
"27","Darksteel Citadel",2,75
"28","Liliana, Waker of the Dead",2,75
"29","Heliod's Intervention",1,75
"30","Seal Away",1,75
"31","Tolsimir, Friend to Wolves",1,75
"32","Escape to the Wilds",1,75
"33","Stormwing Entity",1,75
"34","Embereth Shieldbreaker",1,75
"35","Parasitic Grasp",1,75
"36","Boros Charm",1,75
"37","Wild Slash",1,75
"38","God-Pharaoh's Statue",1,75
"39","Heart of Kiran",1,75
"40","Hornet Nest",1,75
"41","Meteor Golem",1,75
"42","Verdurous Gearhulk",1,75
"43","Cling to Dust",1,75
"44","Swift Justice",1,75
"45","Dire Tactics",1,75
"46","Eidolon of the Great Revel",1,75
"47","Smash to Smithereens",1,75
"48","Surge of Righteousness",1,75
"49","Consecrate // Consume",1,75
"50","Esika's Chariot",1,75
