"","CardNames","DeckCount","Winrate95Min"
"1","Dig Through Time",2,68.1
"2","Void Snare",2,68.1
"3","Lurrus of the Dream-Den",110,68.1
"4","Go Blank",91,67.4
"5","Anger of the Gods",55,67
"6","Duress",45,66.9
"7","Redcap Melee",31,66.4
"8","Feed the Swarm",34,66
"9","Light of Hope",25,65.7
"10","Thoughtseize",52,65.7
"11","Kolaghan's Command",15,65.2
"12","Necromentia",42,65.2
"13","Grafdigger's Cage",49,64.9
"14","Mystical Dispute",122,64.9
"15","Approach of the Second Sun",17,64.8
"16","Natural State",20,64.8
"17","Damping Sphere",25,64.8
"18","By Force",7,64.7
"19","Ugin, the Spirit Dragon",16,64.7
"20","Witch's Oven",11,64.6
"21","Legion's End",33,64.5
"22","Crippling Fear",14,64.3
"23","Deafening Clarion",24,64.3
"24","Oni-Cult Anvil",9,64.1
"25","Skysovereign, Consul Flagship",14,63.9
"26","Glass Casket",18,63.9
"27","Pithing Needle",17,63.9
"28","Adanto Vanguard",23,63.8
"29","Abrupt Decay",24,63.8
"30","Deafening Silence",76,63.8
"31","Play with Fire",12,63.6
"32","Tormod's Crypt",13,63.6
"33","Invasive Surgery",29,63.5
"34","Leyline of Sanctity",9,63.4
"35","Wilt",7,63.4
"36","Bolas's Citadel",16,63.4
"37","Thought Distortion",24,63.4
"38","Treasure Vault",9,63.3
"39","Battle at the Bridge",16,63.3
"40","Apostle of Purifying Light",28,63.3
"41","Kroxa, Titan of Death's Hunger",15,63.1
"42","Fry",25,63.1
"43","Jace, Wielder of Mysteries",29,62.9
"44","Soul Shatter",4,62.5
"45","Roiling Vortex",26,62.5
"46","Aether Gust",62,62.3
"47","Hushbringer",17,62.1
"48","Stern Dismissal",28,61.9
"49","Blood Baron of Vizkopa",17,61.5
"50","Jegantha, the Wellspring",19,61.5
