"","CardNames","DeckCount","Winrate95Min"
"1","Abrupt Decay",7,60.4
"2","Leovold, Emissary of Trest",9,60.4
"3","Oko, Thief of Crowns",14,60
"4","Mox Jet",54,59.8
"5","Tropical Island",18,59.7
"6","Demonic Tutor",24,59.7
"7","Mox Emerald",47,59.7
"8","Underground Sea",26,59.5
"9","Strip Mine",41,59.5
"10","Wasteland",41,59.5
"11","Mox Sapphire",62,59.4
"12","Force of Will",42,59.3
"13","Misty Rainforest",36,59.1
"14","Mental Misstep",47,59.1
"15","Black Lotus",61,59.1
"16","Deathrite Shaman",16,59
"17","Ponder",40,58.9
"18","Time Walk",40,58.9
"19","Ancestral Recall",40,58.9
"20","Brainstorm",40,58.9
"21","Flusterstorm",38,58.7
"22","Sylvan Library",10,58.4
"23","Tarmogoyf",10,58.4
"24","Preordain",36,58.4
"25","Force of Negation",34,58
"26","Gush",29,57.9
"27","Gitaxian Probe",38,57.7
"28","Mox Ruby",47,57.7
"29","Collector Ouphe",12,57.6
"30","Narset, Parter of Veils",29,57.4
"31","Daze",27,57
"32","Polluted Delta",30,57
"33","Flooded Strand",33,57
"34","Dig Through Time",28,56.6
"35","Scalding Tarn",33,56.5
"36","Verdant Catacombs",8,56.4
"37","Mox Pearl",42,56.2
"38","Treasure Cruise",21,55.8
"39","Mystical Tutor",15,55.6
"40","Mana Crypt",25,55.5
"41","Sol Ring",25,55.5
"42","Brazen Borrower",6,55.4
"43","Chalice of the Void",25,55.4
"44","Tolarian Academy",23,55.2
"45","Merchant Scroll",23,55.1
"46","Vampiric Tutor",15,54.8
"47","Fatal Push",2,54.6
"48","Snow-Covered Forest",2,54.6
"49","Pyroblast",22,54.6
"50","Volcanic Island",22,54.6
