"","CardNames","DeckCount","WinrateAverage"
"1","Mox Sapphire",62,64.2
"2","Black Lotus",61,63.9
"3","Mox Jet",54,64.9
"4","Mox Emerald",47,65.3
"5","Mox Ruby",47,63.3
"6","Mental Misstep",47,64.6
"7","Mox Pearl",42,62.1
"8","Force of Will",42,65.1
"9","Strip Mine",41,65.4
"10","Wasteland",41,65.4
"11","Ponder",40,64.8
"12","Time Walk",40,64.8
"13","Ancestral Recall",40,64.8
"14","Brainstorm",40,64.8
"15","Gitaxian Probe",38,63.8
"16","Flusterstorm",38,64.8
"17","Preordain",36,64.7
"18","Misty Rainforest",36,65.2
"19","Force of Negation",34,64.4
"20","Flooded Strand",33,63.5
"21","Scalding Tarn",33,63.1
"22","Polluted Delta",30,63.8
"23","Gush",29,64.9
"24","Narset, Parter of Veils",29,64.4
"25","Dig Through Time",28,63.8
"26","Daze",27,64.2
"27","Underground Sea",26,66.8
"28","Chalice of the Void",25,63.4
"29","Mana Crypt",25,63.4
"30","Sol Ring",25,63.4
"31","Demonic Tutor",24,67.3
"32","Tolarian Academy",23,63.4
"33","Merchant Scroll",23,63.1
"34","Pyroblast",22,62.7
"35","Volcanic Island",22,62.7
"36","Treasure Cruise",21,64.1
"37","Thorn of Amethyst",20,62.8
"38","Trinisphere",20,62.8
"39","Ancient Tomb",20,62.8
"40","Lodestone Golem",19,62.4
"41","Sphere of Resistance",19,62.4
"42","Mishra's Workshop",19,62.4
"43","Mystic Sanctuary",19,62.4
"44","Dack Fayden",18,62.4
"45","Island",18,62
"46","Tropical Island",18,68.5
"47","Tundra",16,60.4
"48","Deathrite Shaman",16,68.5
"49","Phyrexian Revoker",15,63.3
"50","Mystic Forge",15,61.6
