"","CardNames","DeckCount","WinrateAverage"
"1","Mindbreak Trap",29,64.6
"2","Leyline of the Void",27,65.6
"3","Grafdigger's Cage",25,66.1
"4","Ravenous Trap",25,63.1
"5","The Tabernacle at Pendrell Vale",25,67.4
"6","Pithing Needle",19,64.1
"7","Wurmcoil Engine",17,62.5
"8","Swords to Plowshares",17,60.4
"9","Fatal Push",16,67.5
"10","Soul-Guide Lantern",16,59.8
"11","Pyroblast",14,63.9
"12","Flusterstorm",14,67
"13","Force of Vigor",14,70.7
"14","Surgical Extraction",13,67.4
"15","Shattering Spree",11,59.2
"16","Stonecoil Serpent",11,59.4
"17","Containment Priest",9,62.7
"18","Archive Trap",9,60.3
"19","Tormod's Crypt",9,62.3
"20","Energy Flux",9,71.4
"21","Opposition Agent",8,63.8
"22","Null Rod",8,59.6
"23","Collector Ouphe",8,67.3
"24","Mountain",8,55.8
"25","Deafening Silence",8,61.7
"26","Skysovereign, Consul Flagship",7,65.3
"27","Steel Sabotage",7,64
"28","Ensnaring Bridge",7,57.8
"29","Mental Misstep",6,62.2
"30","Duress",6,62.8
"31","Nature's Claim",6,66.7
"32","Abrupt Decay",5,73.5
"33","Mycosynth Lattice",5,59.4
"34","Blightsteel Colossus",5,65.7
"35","Island",4,65.5
"36","Veil of Summer",4,65.5
"37","Hurkyl's Recall",4,67.9
"38","Relic of Progenitus",4,57.7
"39","Kataki, War's Wage",4,65.2
"40","Assassin's Trophy",4,71.4
"41","Snow-Covered Island",3,57.1
"42","Dismember",3,57.9
"43","Balance",3,68.2
"44","Disenchant",3,66.7
"45","Lightning Bolt",3,65
"46","Fragmentize",2,76.5
"47","Ancient Grudge",2,66.7
"48","Crucible of Worlds",2,64.3
"49","Force of Negation",2,64.3
"50","Tasigur, the Golden Fang",2,71.4
