"","CardNames","DeckCount","WinrateAverage"
"1","Fatal Push",2,84.6
"2","Snow-Covered Forest",2,84.6
"3","Uro, Titan of Nature's Wrath",2,76.5
"4","Abrade",1,75
"5","Eternal Witness",1,75
"6","Green Sun's Zenith",1,75
"7","Jace, Vryn's Prodigy",1,75
"8","Tendrils of Agony",1,75
"9","Mystic Remora",1,75
"10","Elite Spellbinder",1,75
"11","Glowrider",1,75
"12","Reality Smasher",1,75
"13","Thought-Knot Seer",1,75
"14","Cavern of Souls",1,75
"15","Caves of Koilos",1,75
"16","Silent Clearing",1,75
"17","Abrupt Decay",7,74.5
"18","Grafdigger's Cage",2,73.3
"19","Night's Whisper",2,73.3
"20","Leovold, Emissary of Trest",9,72.7
"21","Brazen Borrower",6,71.4
"22","Hurkyl's Recall",3,71.4
"23","Repeal",3,71.4
"24","Krovikan Horror",1,71.4
"25","Gaea's Cradle",1,71.4
"26","Petrified Field",1,71.4
"27","Death's Shadow",1,71.4
"28","Sedgemoor Witch",1,71.4
"29","Watery Grave",1,71.4
"30","Sylvan Library",10,70.4
"31","Tarmogoyf",10,70.4
"32","Verdant Catacombs",8,70.4
"33","Oko, Thief of Crowns",14,70
"34","Squee, Goblin Nabob",2,69.2
"35","Thalia, Guardian of Thraben",3,68.8
"36","Plains",3,68.8
"37","Collector Ouphe",12,68.7
"38","Traxos, Scourge of Kroog",5,68.6
"39","Tropical Island",18,68.5
"40","Deathrite Shaman",16,68.5
"41","Yawgmoth's Will",3,68.2
"42","Forest",3,68.2
"43","Steel Overseer",3,68
"44","Paradoxical Outcome",4,67.9
"45","Mox Opal",4,67.9
"46","Teferi, Time Raveler",6,67.4
"47","Wrenn and Six",6,67.4
"48","Demonic Tutor",24,67.3
"49","Force of Vigor",9,67.2
"50","Underground Sea",26,66.8
