"","CardNames","DeckCount","WinrateAverage"
"1","Steam Vents",203,74.8
"2","Lightning Bolt",201,74.6
"3","Scalding Tarn",195,74.6
"4","Misty Rainforest",156,73.7
"5","Ragavan, Nimble Pilferer",150,74.2
"6","Wooded Foothills",149,73.6
"7","Flooded Strand",148,73.9
"8","Expressive Iteration",146,75.1
"9","Mishra's Bauble",139,74.5
"10","Stomping Ground",133,73.5
"11","Unholy Heat",129,74.7
"12","Dragon's Rage Channeler",122,74.6
"13","Mountain",118,73.6
"14","Polluted Delta",114,75.1
"15","Breeding Pool",114,74.8
"16","Fury",114,73.9
"17","Thoughtseize",113,75.3
"18","Sacred Foundry",110,74.5
"19","Windswept Heath",109,73.7
"20","Urza's Saga",109,73.1
"21","Island",104,74
"22","Bloodstained Mire",103,74.5
"23","Forest",103,72.9
"24","Blood Crypt",97,74.9
"25","Plains",97,73.1
"26","Prismatic Ending",95,74
"27","Shadowspear",92,73.3
"28","Wrenn and Six",91,73.7
"29","Inquisition of Kozilek",90,75.3
"30","Ketria Triome",89,74.9
"31","Counterspell",89,74.2
"32","Hallowed Fountain",86,73.5
"33","Kolaghan's Command",82,75
"34","Swamp",80,74.5
"35","Teferi, Time Raveler",80,74.1
"36","Raugrin Triome",80,74
"37","Temple Garden",80,74.8
"38","Watery Grave",79,75.5
"39","Fatal Push",77,75.4
"40","Solitude",77,73.5
"41","Snow-Covered Island",75,74.9
"42","Snow-Covered Forest",74,74.1
"43","Kroxa, Titan of Death's Hunger",72,76.4
"44","Esper Sentinel",72,74.1
"45","Snow-Covered Plains",72,74.7
"46","Snow-Covered Mountain",71,73.8
"47","Drown in the Loch",67,75.8
"48","Inkmoth Nexus",66,74.2
"49","Stoneforge Mystic",65,73.3
"50","Springleaf Drum",64,73.9
