"","CardNames","DeckCount","Winrate95Min"
"1","Exclude",47,64.2
"2","Stonehorn Dignitary",267,63.5
"3","Inside Out",41,63.1
"4","Shenanigans",332,63.1
"5","Curfew",164,62.9
"6","Coral Net",26,62.8
"7","Cast Down",451,62.8
"8","Gorilla Shaman",767,62.8
"9","Pyroblast",1187,62.7
"10","Dispel",1010,62.7
"11","Moment's Peace",168,62.6
"12","Stormbound Geist",589,62.6
"13","Hydroblast",1171,62.6
"14","Chainer's Edict",516,62.5
"15","Suffocating Fumes",482,62.4
"16","Negate",299,62.3
"17","Relic of Progenitus",771,62.2
"18","Blue Elemental Blast",1017,62.2
"19","Okiba-Gang Shinobi",270,62.1
"20","Fiery Cannonade",941,62.1
"21","Bonder's Ornament",87,62
"22","Ancient Grudge",736,62
"23","Red Elemental Blast",856,61.9
"24","Duress",1042,61.9
"25","Rite of Consumption",2,61.7
"26","Dinrova Horror",95,61.7
"27","Lone Missionary",169,61.6
"28","Weather the Storm",583,61.6
"29","Echoing Truth",796,61.6
"30","Unexpected Fangs",312,61.4
"31","Reaping the Graves",591,61.3
"32","Krark-Clan Shaman",643,61.2
"33","Pulse of Murasa",105,61.1
"34","Makeshift Munitions",36,61
"35","Annul",103,61
"36","Swirling Sandstorm",163,61
"37","Electrickery",405,60.8
"38","Guardian of the Guildpact",30,60.7
"39","Scattershot",41,60.7
"40","Ramosian Rally",49,60.7
"41","Nihil Spellbomb",171,60.7
"42","Freed from the Real",45,60.6
"43","Flaring Pain",456,60.5
"44","Gut Shot",462,60.5
"45","Revoke Existence",118,60.4
"46","Orochi Leafcaller",37,60.3
"47","Introduction to Prophecy",221,60.3
"48","Drift of Phantasms",45,60.1
"49","Cleansing Wildfire",104,60.1
"50","Patrician's Scorn",24,60
