"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Atog   Affinity - Dimir Faeries - Unknown - Ephemerate   Tron - Izzet Faeries,Azorius Familiars - Ephemerate   Tron - Boros Bully / Flashback,Ephemerate   Tron - Boros Bully / Flashback - Dimir Faeries - Izzet Faeries,Atog   Affinity - Dimir Faeries - Ephemerate   Tron - Izzet Faeries - Unknown - Boros Bully / Flashback,Atog   Affinity - Dimir Faeries - Ephemerate   Tron - Izzet Faeries - Unknown - Boros Bully / Flashback
"Tiers 1.5",Boros Bully / Flashback - Burn - Bogles - Mono   Green   Aggro - Dimir Control - Mono   Blue - Mono Green Elves - Orzhov Pestilence - Walls   Cascade,Mono   Blue - Izzet Faeries - Dimir Faeries - Mardu Monarch - Walls   Cascade - Rakdos Goblins - Gruul Ramp - Dimir Control - Cycle   Storm - Bogles - Atog   Affinity - Simic Elves - Mono Blue Faeries,Mono   Blue - Atog   Affinity - Azorius Familiars - Walls   Cascade - Bogles - Dimir Control - Unknown - Orzhov Pestilence - Gruul Ramp - Mono Green Elves,Mono   Blue - Bogles - Burn - Dimir Control - Walls   Cascade - Mono   Green   Aggro - Mono Green Elves - Orzhov Pestilence - Azorius Familiars,Mono   Blue - Bogles - Burn - Dimir Control - Walls   Cascade - Mono   Green   Aggro - Mono Green Elves - Orzhov Pestilence - Azorius Familiars
"Tiers 2",Jeskai Ephemerate - Jund Ramp - Mono   White   Heroic - Gruul Ramp - Azorius Familiars - Cycle   Storm - Rakdos Goblins,Orzhov Pestilence - Jund Ramp - Walls   Combo - Mono Green Elves - Unknown - Mono   Green   Aggro - Jeskai Ephemerate - Mono   White   Heroic - Burn,Burn - Mono   Green   Aggro - Jund Ramp - Cycle   Storm - Rakdos Goblins - Mardu Monarch - Jeskai Ephemerate - Mono   White   Heroic - Walls   Combo,Jund Ramp - Gruul Ramp - Jeskai Ephemerate - Cycle   Storm - Rakdos Goblins - Mono   White   Heroic - Mardu Monarch - Walls   Combo,Jund Ramp - Gruul Ramp - Jeskai Ephemerate - Cycle   Storm - Rakdos Goblins - Mono   White   Heroic - Mardu Monarch - Walls   Combo
"Tiers 2.5",Walls   Combo - Mardu Monarch - Mono Black Devotion - Mono Blue Faeries - Tron - Simic Elves,Mono Black Devotion - Tron,Mono Blue Faeries - Simic Elves - Mono Black Devotion - Tron,Mono Blue Faeries - Simic Elves - Mono Black Devotion - Tron,Mono Blue Faeries - Simic Elves - Mono Black Devotion - Tron
