"","Artist","NoCopies","Winrate"
"1","Rob Alexander",238,0.634
"2","Christopher Rush",235,0.646
"3","Terese Nielsen",220,0.62
"4","Mark Tedin",163,0.643
"5","Anastasia Ovchinnikova",136,0.646
"6","Jesper Myrfors",133,0.639
"7","Brian Snõddy",117,0.632
"8","Una Fricker",107,0.648
"9","Kaja Foglio",99,0.65
"10","Matthew D. Wilson",92,0.644
"11","Philip Straub",91,0.645
"12","Shelly Wan",89,0.634
"13","John Stanko",81,0.661
"14","Titus Lunter",79,0.662
"15","Jeff A. Menges",79,0.655
"16","Simon Dominic",75,0.652
"17","Anson Maddocks",71,0.633
"18","Paul Scott Canavan",67,0.64
"19","Lucas Graciano",66,0.667
"20","Svetlin Velinov",63,0.657
"21","Mark Zug",60,0.632
"22","April Lee",57,0.62
"23","Dan Frazier",57,0.619
"24","John Avon",56,0.634
"25","Martina Fackova",56,0.629
"26","Randy Vargas",56,0.608
"27","Nicola Leonard",55,0.632
"28","Igor Kieryluk",52,0.645
"29","Pete Venters",52,0.662
"30","Colin MacNeil",51,0.686
"31","DiTerlizzi",51,0.609
"32","Kev Walker",49,0.655
"33","Victor Adame Minguez",46,0.65
"34","Adam Rex",45,0.655
"35","David Rapoza",43,0.629
"36","Jason Chan",43,0.624
"37","Aleksi Briclot",42,0.628
"38","Christopher Moeller",42,0.631
"39","Anthony S. Waters",40,0.654
"40","Vincent Proce",38,0.664
"41","Chippy",35,0.69
"42","Daniel Ljunggren",33,0.707
"43","Sandra Everingham",33,0.656
"44","Donato Giancola",33,0.634
"45","Vance Kovacs",32,0.634
"46","Jerry Tiritilli",32,0.582
"47","Matt Stewart",31,0.621
"48","Stephan Martiniere",31,0.606
"49","Izzy",31,0.614
"50","James Paick",30,0.716
"51","Mark Poole",30,0.623
"52","Richard Thomas",30,0.659
"53","Eric Deschamps",29,0.597
"54","Martina Pilcerova",28,0.708
"55","Greg Staples",27,0.643
"56","Jason Rainville",26,0.698
"57","Rebecca Guay",26,0.623
"58","Nils Hamm",25,0.629
"59","Michael Komarck",24,0.705
"60","Jim Nelson",23,0.596
"61","Ron Spears",23,0.627
"62","Nicholas Gregory",22,0.643
"63","Volkan Baǵa",22,0.648
"64","Jeff Laubenstein",22,0.619
"65","Franz Vohwinkel",22,0.606
"66","D. Alexander Gregory",22,0.604
"67","Wisnu Tan",21,0.739
"68","Jason Felix",21,0.753
"69","Matt Cavotta",21,0.738
"70","Dmitry Burmak",21,0.682
"71","Sarah Finnigan",21,0.667
"72","Chris Rahn",20,0.672
"73","Tom Wänerstrand",20,0.656
"74","Thomas M. Baxa",20,0.576
"75","Shishizaru",20,0.576
"76","Scott M. Fischer",20,0.647
"77","rk post",19,0.714
"78","Gabor Szikszai",19,0.638
"79","Jesper Ejsing",19,0.6
"80","Harold McNeill",18,0.655
"81","Filip Burburan",18,0.628
"82","David Hudnut",18,0.533
"83","Pat Morrissey",17,0.597
"84","Zoltan Boros & Gabor Szikszai",16,0.738
"85","Cliff Childs",16,0.657
"86","Margaret Organ-Kean",16,0.673
"87","Carl Critchlow",16,0.66
"88","Lake Hurwitz",16,0.66
"89","Greg Hildebrandt",16,0.607
"90","Dany Orizio",16,0.587
"91","Larry MacDougall",16,0.576
"92","Heather Hudson",16,0.541
"93","Eric Fortune",15,0.631
"94","Howard Lyon",15,0.609
"95","Dave DeVries",14,0.649
"96","Ryan Pancoast",14,0.679
"97","Sam Burley",14,0.575
"98","Kieran Yanner",14,0.737
"99","Jana Schirmer & Johannes Voss",13,0.654
"100","Daarken",13,0.679
"101","Min Yum",12,0.714
"102","Robert Bliss",12,0.714
"103","Mike Bierek",12,0.636
"104","Iain McCaig",12,0.619
"105","Douglas Shuler",11,0.723
"106","Kari Christensen",11,0.72
"107","Tim Hildebrandt",11,0.667
"108","Jeremy Enecio",11,0.636
"109","Zack Stella",11,0.658
"110","Tom Kyffin",10,0.593
"111","Liz Danforth",10,0.619
"112","Yongjae Choi",9,0.575
"113","Dan Scott",9,0.6
"114","Adam Paquette",8,0.667
"115","Adrian Smith",8,0.667
"116","Evan Shipard",8,0.643
"117","Ryan Yee",8,0.6
"118","Wayne Reynolds",8,0.714
