"","CardNames","DeckCount","Winrate95Min"
"1","Walking Ballista",4,62.5
"2","Ensnaring Bridge",6,58.9
"3","Liquimetal Coating",6,58.9
"4","Mycosynth Lattice",6,58.9
"5","Tormod's Crypt",6,58.9
"6","Pithing Needle",15,58.3
"7","Warping Wail",3,57.8
"8","Ratchet Bomb",3,57.8
"9","Sorcerous Spyglass",3,57.8
"10","Spatial Contortion",3,57.8
"11","Prismatic Ending",13,56.3
"12","Force of Negation",27,56.3
"13","Leyline of the Void",14,56.2
"14","Grafdigger's Cage",17,56
"15","Torpor Orb",14,55.9
"16","Red Elemental Blast",22,55.6
"17","Karakas",13,55.5
"18","Pyroblast",30,55.5
"19","Hydroblast",13,55.3
"20","Surgical Extraction",22,54.2
"21","Wasteland",7,52.9
"22","Abrade",14,52.2
"23","Alpine Moon",6,51.9
"24","Null Rod",12,51.9
"25","Flusterstorm",10,51.5
"26","Mindbreak Trap",5,51.3
"27","Endurance",18,51.3
"28","Carpet of Flowers",7,51.2
"29","Meddling Mage",7,51
"30","Deafening Silence",7,50.7
"31","Izzet Staticaster",7,50.7
"32","Containment Priest",10,50.2
"33","Force of Vigor",15,50
"34","Submerge",7,48.8
"35","Collector Ouphe",7,48.8
"36","Archetype of Endurance",3,47.8
"37","Faerie Macabre",3,47.8
"38","Serenity",3,47.8
"39","Shenanigans",3,47.8
"40","Wear // Tear",3,47.8
"41","Ethersworn Canonist",8,47.7
"42","Blue Elemental Blast",3,47.6
"43","Meltdown",8,47
"44","Thoughtseize",8,46.9
"45","True-Name Nemesis",5,46.8
"46","Field of the Dead",3,46.5
"47","Gaddock Teeg",4,46.5
"48","Portable Hole",2,46.2
"49","Magus of the Moon",4,45.7
"50","Veil of Summer",4,44.1
