"","SetCode","NoCopies","Winrate"
"1","MH2",518,0.651
"2","LEA",492,0.642
"3","ICE",315,0.639
"4","ZEN",262,0.635
"5","TMP",238,0.653
"6","ONS",208,0.632
"7","LRW",181,0.64
"8","MH1",180,0.626
"9","ALL",154,0.631
"10","USG",141,0.615
"11","NEM",100,0.642
"12","MRD",97,0.663
"13","NPH",94,0.646
"14","LEB",91,0.651
"15","ULG",87,0.656
"16","ELD",81,0.63
"17","LEG",75,0.636
"18","STX",73,0.667
"19","FUT",64,0.62
"20","OGW",61,0.782
"21","M20",60,0.654
"22","DKA",58,0.654
"23","WWK",55,0.646
"24","CSP",54,0.612
"25","ROE",49,0.675
"26","EXO",48,0.652
"27","SOM",48,0.732
"28","MBS",48,0.619
"29","AVR",48,0.633
"30","ZNR",48,0.629
"31","ALA",46,0.642
"32","GPT",46,0.642
"33","THB",38,0.63
"34","GTC",37,0.606
"35","DST",36,0.671
"36","STH",35,0.67
"37","WTH",35,0.654
"38","WAR",34,0.639
"39","TSP",34,0.672
"40","PLC",33,0.669
"41","HOU",33,0.644
"42","MMQ",33,0.609
"43","SOK",33,0.645
"44","DRK",31,0.664
"45","VIS",30,0.575
"46","RAV",28,0.571
"47","SCG",28,0.603
"48","ISD",27,0.63
"49","M11",27,0.617
"50","AER",25,0.733
"51","C18",25,0.675
"52","RTR",25,0.611
"53","CON",24,0.616
"54","CHK",21,0.564
"55","JMP",20,0.576
"56","ODY",19,0.681
"57","EVE",19,0.611
"58","CN2",19,0.635
"59","JUD",18,0.608
"60","MIR",16,0.673
"61","MOR",16,0.576
"62","PLS",15,0.654
"63","AFR",14,0.698
"64","5DN",14,0.6
"65","GRN",13,0.641
"66","SHM",13,0.71
"67","TOR",13,0.619
"68","M13",13,0.6
"69","BNG",11,0.686
"70","C13",11,0.658
"71","M19",11,0.667
"72","IKO",10,0.645
"73","MID",10,0.647
"74","PC2",10,0.571
"75","BFZ",8,0.75
"76","XLN",8,0.774
"77","M15",7,0.643
"78","BBD",7,0.577
"79","DIS",6,0.528
"80","AKH",6,0.656
"81","C19",6,0.591
"82","ATQ",5,0.571
"83","C20",4,0.778
"84","ARB",4,0.571
"85","HML",4,0.5
"86","FEM",4,0.5
"87","BOK",3,0.636
"88","POR",3,0.667
"89","CNS",3,0.619
"90","APC",3,0.571
"91","EMN",2,0.6
"92","KTK",2,0.571
