"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Heliod Combo - Izzet Prowess,BTL Scapeshift,Izzet Prowess - Heliod Combo - Eldrazi Tron,Izzet Prowess - Heliod Combo,Izzet Prowess - Heliod Combo
"Tiers 1.5",Eldrazi Tron - Amulet Titan - Grinding Breach,Dimir Control - Niv To Light - Dredge - Izzet Prowess - Eldrazi Tron - Boros Prowess,BTL Scapeshift,Eldrazi Tron - BTL Scapeshift,Eldrazi Tron - BTL Scapeshift
"Tiers 2",BTL Scapeshift - Boros Prowess - Green Tron - Polymorph - Dimir Control - Niv To Light - Dredge - Grixis Control,Heliod Combo,Boros Prowess - Dimir Control - Niv To Light - Dredge - Amulet Titan - Grinding Breach - Green Tron - Polymorph,Boros Prowess - Amulet Titan - Grinding Breach - Dimir Control - Niv To Light - Dredge - Green Tron - Polymorph,Boros Prowess - Amulet Titan - Grinding Breach - Dimir Control - Niv To Light - Dredge - Green Tron - Polymorph
"Tiers 2.5",,Amulet Titan - Grinding Breach - Green Tron - Polymorph - Grixis Control,Grixis Control,Grixis Control,Grixis Control
