"","CardNames","DeckCount","Winrate95Min"
"1","Mountain",47,75.7
"2","Lightning Bolt",47,75.1
"3","Wooded Foothills",51,74.8
"4","Breeding Pool",17,74.6
"5","Steam Vents",36,73.9
"6","Windswept Heath",34,73.3
"7","Omnath, Locus of Creation",10,73.2
"8","Wrenn and Six",16,73.1
"9","Path to Exile",16,73.1
"10","Stomping Ground",25,73.1
"11","Island",26,72.9
"12","Misty Rainforest",27,72.9
"13","Manamorphose",18,72.7
"14","Ketria Triome",11,72.6
"15","Temple Garden",31,72.6
"16","Monastery Swiftspear",19,72.5
"17","Soul-Scar Mage",19,72.5
"18","Plains",34,72.4
"19","Forest",40,72.3
"20","Sacred Foundry",23,72.1
"21","Scalding Tarn",24,72
"22","Fiery Islet",14,71.7
"23","Mutagenic Growth",17,71.2
"24","Teferi, Time Raveler",17,71.2
"25","Lava Dart",18,71.1
"26","Bloodstained Mire",25,70.8
"27","Prismatic Vista",13,69.7
"28","Stormwing Entity",13,69.7
"29","Walking Ballista",25,69.7
"30","Raugrin Triome",14,69.6
"31","Utopia Sprawl",20,69.6
"32","Spirebluff Canal",20,69.6
"33","Swamp",16,69.5
"34","Sprite Dragon",16,69.5
"35","Arid Mesa",21,68.3
"36","Verdant Catacombs",20,68.2
"37","Mishra's Bauble",18,68
"38","Opt",17,67.9
"39","Fatal Push",16,67.8
"40","Cavern of Souls",16,67.8
"41","Snapcaster Mage",14,67.6
"42","Blood Crypt",13,67.5
"43","Hallowed Fountain",12,67.4
"44","Karn, the Great Creator",12,67.4
"45","Light Up the Stage",7,67.3
"46","Sunbaked Canyon",7,67.3
"47","Valki, God of Lies",7,67.3
"48","Bring to Light",7,67.3
"49","Supreme Verdict",8,67.2
"50","Overgrown Tomb",9,67.2
