"","Artist","NoCopies","Winrate"
"1","Rob Alexander",2144,0.713
"2","Christopher Rush",919,0.708
"3","Anastasia Ovchinnikova",818,0.706
"4","Mark Poole",688,0.712
"5","Simon Dominic",595,0.708
"6","Vance Kovacs",494,0.707
"7","Chippy",472,0.711
"8","Philip Straub",454,0.715
"9","Adam Paquette",425,0.698
"10","Martina Fackova",424,0.707
"11","Eric Deschamps",424,0.698
"12","Shelly Wan",374,0.711
"13","Mila Pesic",366,0.703
"14","Kari Christensen",346,0.709
"15","Ryan Pancoast",332,0.71
"16","Titus Lunter",331,0.704
"17","Izzy",329,0.692
"18","Ron Spears",321,0.702
"19","Zezhou Chen",307,0.712
"20","Raoul Vitale",306,0.707
"21","Jason Chan",298,0.694
"22","Aleksi Briclot",291,0.693
"23","Alayna Danner",270,0.715
"24","Chase Stone",262,0.711
"25","Randy Vargas",259,0.696
"26","Mike Bierek",254,0.712
"27","Chris Ostrowski",244,0.703
"28","Mark Zug",242,0.707
"29","Tom Wänerstrand",236,0.707
"30","Chris Rallis",221,0.726
"31","Dmitry Burmak",205,0.694
"32","Iain McCaig",196,0.719
"33","Jesper Myrfors",195,0.709
"34","John Stanko",194,0.713
"35","Douglas Shuler",192,0.702
"36","Cyril Van Der Haegen",191,0.692
"37","Joseph Meehan",184,0.707
"38","Cristi Balanescu",181,0.736
"39","Raymond Swanland",179,0.696
"40","Lucas Graciano",176,0.711
"41","Howard Lyon",174,0.696
"42","Cynthia Sheppard",170,0.703
"43","Lie Setiawan",169,0.717
"44","Nicholas Gregory",168,0.715
"45","Vincent Proce",168,0.689
"46","Paul Scott Canavan",167,0.732
"47","Lake Hurwitz",167,0.712
"48","Jonas De Ro",166,0.716
"49","Anson Maddocks",166,0.7
"50","Anthony S. Waters",165,0.712
"51","Yeong-Hao Han",162,0.694
"52","Michael C. Hayes",162,0.702
"53","David Martin",153,0.723
"54","Greg Staples",153,0.701
"55","John Avon",151,0.7
"56","Jung Park",150,0.712
"57","Chris Rahn",148,0.703
"58","Dave Kendall",146,0.692
"59","Kieran Yanner",142,0.698
"60","Yongjae Choi",141,0.689
"61","Jason Rainville",139,0.691
"62","Sam Burley",131,0.734
"63","Seb McKinnon",129,0.689
"64","Richard Whitters",128,0.722
"65","Dan Frazier",128,0.697
"66","Terese Nielsen",127,0.709
"67","Richard Wright",123,0.711
"68","Evan Shipard",122,0.712
"69","Heather Hudson",122,0.669
"70","Pete Venters",121,0.684
"71","Adam Rex",121,0.71
"72","Cliff Childs",119,0.705
"73","Steven Belledin",117,0.701
"74","Amy Weber",116,0.68
"75","Mark Winters",116,0.678
"76","Franz Vohwinkel",116,0.693
"77","Johannes Voss",115,0.709
"78","Daarken",112,0.723
"79","Sidharth Chaturvedi",112,0.708
"80","DiTerlizzi",110,0.714
"81","Nils Hamm",108,0.7
"82","Svetlin Velinov",106,0.712
"83","John Matson",105,0.681
"84","Mark Tedin",105,0.69
"85","Jason A. Engle",101,0.683
"86","Jean-Sébastien Rossbach",94,0.679
"87","Steve Argyle",91,0.701
"88","Dan Scott",90,0.705
"89","Craig J Spearing",87,0.732
"90","Michael Komarck",87,0.677
"91","Alexander Forssberg",86,0.726
"92","Tomas Giorello",85,0.703
"93","Deruchenko Alexander",84,0.732
"94","Maria Zolotukhina",83,0.705
"95","Andrew Mar",79,0.726
"96","Igor Kieryluk",79,0.701
"97","Chris Cold",78,0.704
"98","Christine Choi",76,0.725
"99","Todd Lockwood",72,0.681
"100","Warren Mahy",69,0.708
"101","James Paick",67,0.708
"102","Scott Murphy",67,0.726
"103","Greg Hildebrandt",67,0.7
"104","Kev Walker",67,0.678
"105","Matt Stewart",66,0.712
"106","Bryan Sola",66,0.706
"107","Jason Felix",65,0.689
"108","Hideaki Takamura",63,0.694
"109","Noah Bradley",63,0.69
"110","Martina Pilcerova",62,0.721
"111","Jesper Ejsing",60,0.707
"112","Fred Fields",53,0.753
"113","Bastien L. Deharme",53,0.679
"114","Scott M. Fischer",49,0.676
"115","Wisnu Tan",48,0.667
"116","Milivoj Ćeran",46,0.707
"117","Campbell White",45,0.681
"118","Marc Simonetti",44,0.686
"119","Daniel Ljunggren",44,0.704
"120","Lars Grant-West",43,0.709
"121","Justin Murray",42,0.721
"122","Jim Nelson",40,0.688
"123","Dave Dorman",40,0.686
"124","Jake Murray",40,0.659
"125","Wayne Reynolds",39,0.725
"126","Tomasz Jedruszek",37,0.709
"127","Magali Villeneuve",36,0.719
"128","James Ryman",34,0.745
"129","Dimitar Marinski",34,0.663
"130","Zoltan Boros",34,0.696
"131","Heonhwa Choe",34,0.667
"132","Alex Horley-Orlandelli",33,0.671
"133","Johan Grenier",33,0.686
"134","Marta Nael",32,0.745
"135","Luca Zontini",32,0.662
"136","Michael Sutfin",31,0.689
"137","Austin Hsu",30,0.69
"138","Sam Wood",30,0.662
"139","Melissa A. Benson",28,0.75
"140","Donato Giancola",28,0.696
"141","Chuck Lukacs",28,0.667
"142","Volkan Baǵa",28,0.721
"143","Johann Bodin",28,0.661
"144","Steve Prescott",27,0.716
"145","Eric Fortune",26,0.673
"146","Darrell Riche",26,0.667
"147","Irina Nordsol",26,0.669
"148","Viko Menezes",25,0.723
"149","Julian Kok Joon Wen",24,0.696
"150","E. M. Gist",24,0.745
"151","Tony Szczudlo",24,0.745
"152","Drew Tucker",24,0.66
"153","Jeff Miracola",23,0.698
"154","Ilse Gort",23,0.66
"155","Randy Gallegos",23,0.691
"156","Jaime Jones",22,0.72
"157","Ryan Yee",21,0.766
"158","Valera Lutfullina",21,0.745
"159","Sarah Finnigan",21,0.671
"160","Lucas Staniec",21,0.681
"161","Livia Prima",21,0.674
"162","Tyler Jacobson",20,0.673
"163","Karl Kopinski",20,0.705
"164","Carl Critchlow",20,0.705
"165","Winona Nelson",18,0.658
"166","rk post",18,0.688
"167","Khang Le",17,0.712
"168","Wayne England",17,0.7
"169","Mark Brill",16,0.744
"170","Kasia 'Kafis' Zielińska",15,0.71
"171","Antonio José Manzanedo",15,0.699
"172","Tommy Arnold",14,0.68
"173","Caio Monteiro",14,0.714
"174","Pat Morrissey",13,0.672
"175","Leon Tukker",13,0.672
"176","Victor Adame Minguez",13,0.629
"177","David Rapoza",13,0.676
"178","Eytan Zana",12,0.742
"179","David Hudnut",12,0.727
"180","Edward P. Beard, Jr.",12,0.708
"181","Matt Cavotta",11,0.78
"182","Thomas M. Baxa",11,0.686
"183","Ravenna Tran",11,0.702
"184","Gabor Szikszai",11,0.682
"185","Jana Schirmer & Johannes Voss",11,0.688
"186","Lius Lasahido",11,0.679
"187","Florian de Gesincourt",10,0.657
"188","Jim Murray",10,0.653
"189","Zoltan Boros & Gabor Szikszai",9,0.69
"190","Liiga Smilshkalne",8,0.815
"191","Manuel Castañón",8,0.667
"192","Joe Slucher",8,0.667
"193","Brom",7,0.833
"194","Charles Urbach",7,0.675
"195","Peter Mohrbacher",7,0.76
"196","Richard Kane Ferguson",7,0.643
"197","Zack Stella",6,0.694
"198","Nicola Leonard",6,0.733
"199","Aaron Miller",5,0.733
"200","Jakub Kasper",5,0.667
"201","D. Alexander Gregory",4,0.9
"202","Jokubas Uogintas",4,0.9
"203","Bryon Wackwitz",4,0.733
"204","Jeremy Jarvis",4,0.719
"205","Iris Compiet",4,0.75
"206","Grzegorz Rutkowski",4,0.75
"207","Daniel Gelon",4,0.75
"208","Bruno Biazotto",4,0.75
"209","Kimonas Theodossiou",4,0.714
"210","Rebecca Guay",4,0.714
"211","Andreas Rocha",4,0.714
"212","Stephen Tappin",4,0.571
"213","Ittoku",4,0.571
"214","Yohann Schepacz",4,0.645
"215","Sam White",3,0.75
"216","Ralph Horsley",3,0.75
"217","Willian Murai",3,0.571
"218","Dany Orizio",3,0.571
"219","Uriah Voth",2,0.778
"220","Daren Bader",2,0.75
"221","Mark A. Nelson",2,0.75
"222","Nicholas Elias",2,0.75
"223","Jarel Threat",2,0.75
"224","Wesley Burt",2,0.714
"225","Glenn Fabry",2,0.571
"226","Filip Burburan",2,0.571
"227","Evyn Fong",2,0.571
"228","Kekai Kotaki",1,0.778
"229","Jehan Choo",1,0.75
"230","Mike Dringenberg",1,0.75
"231","Mark Romanoski",1,0.75
"232","Even Amundsen",1,0.75
"233","Lindsey Look",1,0.75
"234","Dallas Williams",1,0.571
