"","CardNames","DeckCount","Winrate95Min"
"1","Flusterstorm",110,68.9
"2","Mystical Dispute",126,68.7
"3","Hallowed Moonlight",46,68.6
"4","Dress Down",90,68.4
"5","Unlicensed Hearse",99,68.1
"6","Force of Negation",12,67.8
"7","Engineered Explosives",155,67.7
"8","Subtlety",57,67.6
"9","Chalice of the Void",47,67.4
"10","Blood Moon",89,67.4
"11","Boseiju, Who Endures",52,67.2
"12","Blossoming Calm",8,67.1
"13","Nature's Claim",20,67.1
"14","Jegantha, the Wellspring",57,66.7
"15","Veil of Summer",65,66.7
"16","Endurance",86,66.7
"17","Fury",54,66.6
"18","Force of Vigor",85,66.6
"19","Wear // Tear",45,66.5
"20","Jaya, Fiery Negotiator",4,66.4
"21","Spreading Seas",12,66.4
"22","Abrade",56,66.2
"23","Leyline of the Void",38,65.8
"24","Dovin's Veto",15,65.6
"25","Hidetsugu Consumes All",34,65.6
"26","Alpine Moon",46,65.6
"27","Orvar, the All-Form",48,65.6
"28","Turn the Earth",6,65.3
"29","Kaheera, the Orphanguard",21,65
"30","Spell Pierce",35,65
"31","Brotherhood's End",37,65
"32","Fatal Push",35,64.7
"33","Prismatic Ending",24,64.5
"34","Pithing Needle",72,64.5
"35","Seasoned Pyromancer",27,64.3
"36","Weather the Storm",6,64
"37","Rest in Peace",25,63.9
"38","Sanctifier en-Vec",50,63.9
"39","Leyline of Sanctity",19,63.6
"40","Gemstone Caverns",8,63.5
"41","Magus of the Moon",25,63
"42","March of Otherworldly Light",36,63
"43","Necromentia",41,62.9
"44","Relic of Progenitus",51,62.9
"45","Tourach, Dread Cantor",26,62.8
"46","Drannith Magistrate",32,62.8
"47","Foundation Breaker",14,62.7
"48","Surgical Extraction",13,62.5
"49","Iona, Shield of Emeria",5,62.4
"50","Invasive Surgery",17,62.4
