"","SetName","Winrate","Presence"
"1","LEA",NA,0
"2","ONS",NA,0
"3","GPT",NA,0
"4","DIS",NA,0
"5","CSP",NA,0
"6","RAV",NA,0
"7","MH1",NA,0
"8","ZEN",NA,0
"9","AKH",NA,0
"10","KTK",NA,0
"11","ELD",NA,0
"12","CON",NA,0
"13","DRK",NA,0
"14","ULG",NA,0
"15","JUD",NA,0
"16","IKO",NA,0
"17","WAR",NA,0
"18","AER",NA,0
"19","ZNR",NA,0
"20","ISD",NA,0
"21","WWK",NA,0
"22","RNA",NA,0
"23","KLD",NA,0
"24","NPH",NA,0
"25","SHM",NA,0
"26","THB",NA,0
"27","DTK",NA,0
"28","LRW",NA,0
"29","ROE",NA,0
"30","RTR",NA,0
"31","ALL",NA,0
"32","DKA",NA,0
"33","5DN",NA,0
"34","AVR",NA,0
"35","XLN",NA,0
"36","KHM",NA,0
"37","BFZ",NA,0
"38","INV",NA,0
"39","M20",NA,0
"40","TSP",NA,0
"41","FUT",NA,0
"42","M21",NA,0
"43","STH",NA,0
"44","MOR",NA,0
"45","SOI",NA,0
"46","GRN",NA,0
"47","FRF",NA,0
"48","ODY",NA,0
"49","M15",NA,0
"50","M10",NA,0
"51","STX",NA,0
"52","MBS",NA,0
"53","WTH",NA,0
"54","ICE",NA,0
"55","ORI",NA,0
"56","ARB",NA,0
"57","JOU",NA,0
"58","ATQ",NA,0
"59","LEG",NA,0
"60","EVE",NA,0
"61","SOM",NA,0
"62","M11",NA,0
"63","HOU",NA,0
"64","GTC",NA,0
"65","OGW",NA,0
"66","MRD",NA,0
"67","DST",NA,0
"68","CHK",NA,0
"69","NEM",NA,0
"70","DOM",NA,0
"71","M14",NA,0
"72","ALA",NA,0
"73","CMD",NA,0
"74","EMN",NA,0
"75","PLC",NA,0
"76","TMP",NA,0
"77","SOK",NA,0
"78","M13",NA,0
"79","ARN",NA,0
"80","PLS",NA,0
"81","M12",NA,0
"82","M19",NA,0
"83","MIR",NA,0
"84","THS",NA,0
"85","P02",NA,0
"86","TOR",NA,0
"87","DGM",NA,0
"88","HML",NA,0
"89","APC",NA,0
