"","CardNames","DeckCount","WinrateAverage"
"1","Expedition Map",1,100
"2","Witherbloom Command",1,100
"3","Run Afoul",1,100
"4","Undying Malice",1,90
"5","Vedalken Plotter",2,87.5
"6","Shapers' Sanctuary",2,87.5
"7","Kura, the Boundless Sky",1,83.3
"8","Manriki-Gusari",4,82.8
"9","Shadow of Doubt",5,82.6
"10","Through the Breach",2,82.4
"11","Unholy Heat",3,82.1
"12","Mana Tithe",4,81.2
"13","Crumble to Dust",3,81.2
"14","Lightning Axe",3,80
"15","Necroplasm",1,80
"16","Portable Hole",8,79.2
"17","Pillage",3,79.2
"18","Flame Slash",4,78.8
"19","Ray of Revelation",4,78.3
"20","Kolaghan's Command",14,78
"21","Winds of Rebuke",1,77.8
"22","Cathar Commando",4,76.7
"23","Terminate",5,76.5
"24","Test of Talents",2,76.5
"25","Nihil Spellbomb",17,75.7
"26","Collective Brutality",20,75.4
"27","Murderous Cut",10,75.4
"28","Nature's Claim",49,75.3
"29","Vapor Snag",11,75
"30","Burst Lightning",7,75
"31","Weather the Storm",6,75
"32","Baleful Mastery",3,75
"33","Phyrexian Metamorph",2,75
"34","Sorcerous Spyglass",2,75
"35","Seal of Cleansing",2,75
"36","Serra's Emissary",2,75
"37","Rakdos Charm",2,75
"38","Counterspell",1,75
"39","Self-Inflicted Wound",1,75
"40","Brittle Effigy",1,75
"41","Serra Paragon",1,75
"42","Raze the Effigy",1,75
"43","Scourge of the Skyclaves",1,75
"44","Anger of the Gods",1,75
"45","Lutri, the Spellchaser",1,75
"46","Jaya, Fiery Negotiator",1,75
"47","Sword of Feast and Famine",1,75
"48","Platinum Emperion",1,75
"49","Planar Bridge",1,75
"50","Unexpected Windfall",1,75
