"","CardNames","DeckCount","Winrate95Min"
"1","Nature's Claim",49,70.1
"2","Boseiju, Who Endures",163,69.8
"3","Fatal Push",84,69.6
"4","Veil of Summer",162,69.4
"5","Endurance",194,69.3
"6","Expedition Map",1,69.2
"7","Witherbloom Command",1,69.2
"8","Aether Gust",68,69.1
"9","Flusterstorm",282,68.7
"10","Force of Vigor",181,68.5
"11","Pithing Needle",119,68.3
"12","Blood Moon",207,68.3
"13","Engineered Explosives",346,68.3
"14","Path to Exile",87,68
"15","Dress Down",181,68
"16","Necromentia",68,67.9
"17","Leyline of the Void",89,67.9
"18","Relic of Progenitus",92,67.8
"19","Soul-Guide Lantern",81,67.7
"20","Mystical Dispute",232,67.7
"21","Emrakul, the Aeons Torn",118,67.6
"22","Kolaghan's Command",14,67.5
"23","Kaheera, the Orphanguard",39,67.5
"24","Sanctifier en-Vec",98,67.3
"25","Jegantha, the Wellspring",104,67.3
"26","Iona, Shield of Emeria",24,67.2
"27","Tourach, Dread Cantor",62,67.2
"28","Spell Pierce",88,67.2
"29","Ob Nixilis, the Adversary",28,67.1
"30","March of Otherworldly Light",54,67
"31","Orvar, the All-Form",97,67
"32","Chalice of the Void",116,67
"33","Unlicensed Hearse",210,67
"34","Alpine Moon",84,66.9
"35","Subtlety",176,66.9
"36","Nihil Spellbomb",17,66.8
"37","Turn the Earth",29,66.8
"38","Abrade",134,66.8
"39","Hidetsugu Consumes All",82,66.7
"40","Collective Brutality",20,66.6
"41","Blacksmith's Skill",31,66.4
"42","Hallowed Moonlight",106,66.2
"43","Thoughtseize",44,66.1
"44","Prismatic Ending",46,66.1
"45","Shattering Spree",49,66
"46","Wear // Tear",114,66
"47","Fury",143,66
"48","Portable Hole",8,65.9
"49","Lavinia, Azorius Renegade",36,65.9
"50","Outland Liberator",25,65.8
